File,SentenceNumber,Sentence,Translation,TimeStamp,author,raw,authorEmoji,textEmoji,authorNon,textNon
C_1,34,"‎28 / 04 / 18 , 14 : 26 - Bullo2 : Diglielo","‎28 / 04 / 18 , 14 : 26 - Bullo2 : Tell him","28 / 04 / 18 , 14 : 26", - Bullo2 , Tell him,- Bullo2,Tell him,- Bullo2,Tell him
C_1,35,"‎28 / 04 / 18 , 14 : 26 - Vittima : dopo voglio vedee","‎28 / 04 / 18 , 14 : 26 - Vittima : I want to see then","28 / 04 / 18 , 14 : 26", - Vittima , I want to see then,- Vittima,I want to see then,- Vittima,I want to see then
C_1,36,"‎28 / 04 / 18 , 14 : 26 - SupportoBullo3 : Ma che testa di cazzo come tua madre","‎28 / 04 / 18 , 14 : 26 - SupportoBullo3 : What a dickhead, like your mother.","28 / 04 / 18 , 14 : 26", - SupportoBullo3 ," What a dickhead, like your mother.",- SupportoBullo3,"What a dickhead, like your mother.",- SupportoBullo3,"What a dickhead, like your mother."
C_1,37,"‎28 / 04 / 18 , 14 : 26 - SupportoVittima1 : No carino quello é il tuo lavoro se non inizi a studiare un pò","‎28 / 04 / 18 , 14 : 26 - SupportoVittima1 : That's your job, dear, if you don't start studying.","28 / 04 / 18 , 14 : 26", - SupportoVittima1 ," That's your job, dear, if you don't start studying.",- SupportoVittima1,"That's your job, dear, if you don't start studying.",- SupportoVittima1,"That's your job, dear, if you don't start studying."
C_1,38,"‎28 / 04 / 18 , 14 : 27 - Bullo2 : Raga sto qua e già tanto che ha WhatsApp &#129315; &#129315; coglione quanto lo puoi usare il telefono al giorno due minuti ?","‎28 / 04 / 18 , 14 : 27 - Bullo2 :  Guys, it is a wonder that this chap has WhatsApp &#129315; &#129315; asshole how long  can you use the phone per day -  two minutes?","28 / 04 / 18 , 14 : 27", - Bullo2 ,"  Guys, it is a wonder that this chap has WhatsApp &#129315; &#129315; asshole how long  can you use the phone per day -  two minutes?",- Bullo2,"Guys, it is a wonder that this chap has WhatsApp 🤣 🤣 asshole how long can you use the phone per day - two minutes?",- Bullo2,"Guys, it is a wonder that this chap has WhatsApp   asshole how long can you use the phone per day - two minutes?"
C_1,39,"‎28 / 04 / 18 , 14 : 27 - SupportoBullo3 : Ma stai zitta SupportoVittima1 che tu lavorerai tu ai cessi come te","‎28 / 04 / 18 , 14 : 27 - SupportoBullo3 : Shut up SupportoVittima1 you will work in the toilets like you","28 / 04 / 18 , 14 : 27", - SupportoBullo3 , Shut up SupportoVittima1 you will work in the toilets like you,- SupportoBullo3,Shut up SupportoVittima1 you will work in the toilets like you,- SupportoBullo3,Shut up SupportoVittima1 you will work in the toilets like you
C_1,40,"‎28 / 04 / 18 , 14 : 27 - SupportoBullo3 : Hahahah hai ragione","‎28 / 04 / 18 , 14 : 27 - SupportoBullo3 : Hahahah you are right","28 / 04 / 18 , 14 : 27", - SupportoBullo3 , Hahahah you are right,- SupportoBullo3,Hahahah you are right,- SupportoBullo3,Hahahah you are right
C_1,41,"‎28 / 04 / 18 , 14 : 27 - Bullo2 : Grande SupportoBullo3","‎28 / 04 / 18 , 14 : 27 - Bullo2 : Great SupportoBullo3","28 / 04 / 18 , 14 : 27", - Bullo2 , Great SupportoBullo3,- Bullo2,Great SupportoBullo3,- Bullo2,Great SupportoBullo3
C_1,42,"‎28 / 04 / 18 , 14 : 28 - Vittima : io non lo uso spesso perché devo studiare . . . ma non ho regole","‎28 / 04 / 18 , 14 : 28 - Vittima : I don't use it often because I have to study. . . but I have no rules","28 / 04 / 18 , 14 : 28", - Vittima , I don't use it often because I have to study. . . but I have no rules,- Vittima,I don't use it often because I have to study. . . but I have no rules,- Vittima,I don't use it often because I have to study. . . but I have no rules
C_1,43,"‎28 / 04 / 18 , 14 : 28 - Bullo2 : Ma stai zitta mona","‎28 / 04 / 18 , 14 : 28 - Bullo2 : shut up bitch","28 / 04 / 18 , 14 : 28", - Bullo2 , shut up bitch,- Bullo2,shut up bitch,- Bullo2,shut up bitch
C_1,44,"‎28 / 04 / 18 , 14 : 28 - Vittima : mica sono un bambino","‎28 / 04 / 18 , 14 : 28 - Vittima : I am not a child","28 / 04 / 18 , 14 : 28", - Vittima , I am not a child,- Vittima,I am not a child,- Vittima,I am not a child
C_1,45,"‎28 / 04 / 18 , 14 : 28 - SupportoVittima1 : Ma dai che qui sei te il cesso","‎28 / 04 / 18 , 14 : 28 - SupportoVittima1 : Come on, you're the shit here.","28 / 04 / 18 , 14 : 28", - SupportoVittima1 ," Come on, you're the shit here.",- SupportoVittima1,"Come on, you're the shit here.",- SupportoVittima1,"Come on, you're the shit here."
C_1,46,"‎28 / 04 / 18 , 14 : 28 - Bullo2 : Appunto","‎28 / 04 / 18 , 14 : 28 - Bullo2 : Exactly","28 / 04 / 18 , 14 : 28", - Bullo2 , Exactly,- Bullo2,Exactly,- Bullo2,Exactly
C_1,47,"‎28 / 04 / 18 , 14 : 28 - Bullo2 : Questo è ritardato","‎28 / 04 / 18 , 14 : 28 - Bullo2 : This one is retarded","28 / 04 / 18 , 14 : 28", - Bullo2 , This one is retarded,- Bullo2,This one is retarded,- Bullo2,This one is retarded
C_1,48,"‎28 / 04 / 18 , 14 : 28 - SupportoVittima1 : Ok","‎28 / 04 / 18 , 14 : 28 - SupportoVittima1 : Ok","28 / 04 / 18 , 14 : 28", - SupportoVittima1 , Ok,- SupportoVittima1,Ok,- SupportoVittima1,Ok
C_1,49,"‎28 / 04 / 18 , 14 : 28 - SupportoBullo3 : Si sì tu sei un bimbo minchia come la tua ragazza SupportoVittima1","‎28 / 04 / 18 , 14 : 28 - SupportoBullo3 : Yes, you are a f***ing kid like your girlfriend SupportoVittima1","28 / 04 / 18 , 14 : 28", - SupportoBullo3 ," Yes, you are a f***ing kid like your girlfriend SupportoVittima1",- SupportoBullo3,"Yes, you are a f***ing kid like your girlfriend SupportoVittima1",- SupportoBullo3,"Yes, you are a f***ing kid like your girlfriend SupportoVittima1"
C_1,50,"‎28 / 04 / 18 , 14 : 28 - Bullo2 : Perfetto","‎28 / 04 / 18 , 14 : 28 - Bullo2 : Perfect","28 / 04 / 18 , 14 : 28", - Bullo2 , Perfect,- Bullo2,Perfect,- Bullo2,Perfect
C_1,51,"‎28 / 04 / 18 , 14 : 29 - SupportoBullo3 : Ok","‎28 / 04 / 18 , 14 : 29 - SupportoBullo3 : Ok","28 / 04 / 18 , 14 : 29", - SupportoBullo3 , Ok,- SupportoBullo3,Ok,- SupportoBullo3,Ok
C_1,52,"‎28 / 04 / 18 , 14 : 29 - SupportoBullo3 : Perfetto scusa SupportoVittima1","‎28 / 04 / 18 , 14 : 29 - SupportoBullo3 : Perfect, sorry SupportoVittima1","28 / 04 / 18 , 14 : 29", - SupportoBullo3 ," Perfect, sorry SupportoVittima1",- SupportoBullo3,"Perfect, sorry SupportoVittima1",- SupportoBullo3,"Perfect, sorry SupportoVittima1"
C_1,53,"‎28 / 04 / 18 , 14 : 29 - SupportoBullo1 : &#128514; &#128514;","‎28 / 04 / 18 , 14 : 29 - SupportoBullo1 : &#128514; &#128514;","28 / 04 / 18 , 14 : 29", - SupportoBullo1 , &#128514; &#128514;,- SupportoBullo1,😂 😂,- SupportoBullo1, 
C_1,54,"‎28 / 04 / 18 , 14 : 29 - Vittima : comunque io ho parlato con mia madre e mi ha detto che ha solo suggerito di fare un po' più di compiti perché effettivamente non si studia molto","‎28 / 04 / 18 , 14 : 29 - Vittima : Anyway I talked to my mom and she told me that she only suggested that we should do a little more homework because we actually do not study much","28 / 04 / 18 , 14 : 29", - Vittima , Anyway I talked to my mom and she told me that she only suggested that we should do a little more homework because we actually do not study much,- Vittima,Anyway I talked to my mom and she told me that she only suggested that we should do a little more homework because we actually do not study much,- Vittima,Anyway I talked to my mom and she told me that she only suggested that we should do a little more homework because we actually do not study much
C_1,55,"‎28 / 04 / 18 , 14 : 29 - SupportoVittima1 : NON SONO LA SUA RAGAZZAAAAAAAA","‎28 / 04 / 18 , 14 : 29 - SupportoVittima1 : I'M NOT HIS GIRLFRIEND.","28 / 04 / 18 , 14 : 29", - SupportoVittima1 , I'M NOT HIS GIRLFRIEND.,- SupportoVittima1,I'M NOT HIS GIRLFRIEND.,- SupportoVittima1,I'M NOT HIS GIRLFRIEND.
C_1,56,"‎28 / 04 / 18 , 14 : 29 - Bullo2 : Ma studi tutto il giorno mina ?","‎28 / 04 / 18 , 14 : 29 - Bullo2 : Do you study all day bitch?","28 / 04 / 18 , 14 : 29", - Bullo2 , Do you study all day bitch?,- Bullo2,Do you study all day bitch?,- Bullo2,Do you study all day bitch?
C_1,57,"‎28 / 04 / 18 , 14 : 29 - Vittima : e io faccio sempre roba aggiuntiva","‎28 / 04 / 18 , 14 : 29 - Vittima : I'm always doing extra stuff.","28 / 04 / 18 , 14 : 29", - Vittima , I'm always doing extra stuff.,- Vittima,I'm always doing extra stuff.,- Vittima,I'm always doing extra stuff.
C_1,58,"‎28 / 04 / 18 , 14 : 29 - Bullo2 : Mona*","‎28 / 04 / 18 , 14 : 29 - Bullo2 : Bitch!","28 / 04 / 18 , 14 : 29", - Bullo2 , Bitch!,- Bullo2,Bitch!,- Bullo2,Bitch!
C_1,59,"‎28 / 04 / 18 , 14 : 30 - SupportoBullo1 : Dato che non hai regole vai da tua madre e mandala a fanculo se è stata lei","‎28 / 04 / 18 , 14 : 30 - SupportoBullo1 : Since you don't have any rules, go to your mother and tell her to fuck off, if it was her!","28 / 04 / 18 , 14 : 30", - SupportoBullo1 ," Since you don't have any rules, go to your mother and tell her to fuck off, if it was her!",- SupportoBullo1,"Since you don't have any rules, go to your mother and tell her to fuck off, if it was her!",- SupportoBullo1,"Since you don't have any rules, go to your mother and tell her to fuck off, if it was her!"
C_1,60,"‎28 / 04 / 18 , 14 : 30 - Vittima : che c'è di male se studio ?","‎28 / 04 / 18 , 14 : 30 - Vittima : What's wrong with studying?","28 / 04 / 18 , 14 : 30", - Vittima , What's wrong with studying?,- Vittima,What's wrong with studying?,- Vittima,What's wrong with studying?
C_1,61,"‎28 / 04 / 18 , 14 : 30 - Bullo2 : Ma sei ritardato forte fra","‎28 / 04 / 18 , 14 : 30 - Bullo2 : But you are deeply retarded, bro","28 / 04 / 18 , 14 : 30", - Bullo2 ," But you are deeply retarded, bro",- Bullo2,"But you are deeply retarded, bro",- Bullo2,"But you are deeply retarded, bro"
C_1,62,"‎28 / 04 / 18 , 14 : 30 - Vittima : io a mia madre non dico proprio nulla","‎28 / 04 / 18 , 14 : 30 - Vittima : I say  nothing at all to my mother","28 / 04 / 18 , 14 : 30", - Vittima , I say  nothing at all to my mother,- Vittima,I say nothing at all to my mother,- Vittima,I say nothing at all to my mother
C_1,63,"‎28 / 04 / 18 , 14 : 30 - Vittima : chi sei tu per dirmi cosa devo dirle=","‎28 / 04 / 18 , 14 : 30 - Vittima : who are you to tell me what to tell her=","28 / 04 / 18 , 14 : 30", - Vittima , who are you to tell me what to tell her=,- Vittima,who are you to tell me what to tell her=,- Vittima,who are you to tell me what to tell her=
C_1,64,"‎28 / 04 / 18 , 14 : 30 - SupportoBullo3 : Cosa ma sei tutto fatto coglione","‎28 / 04 / 18 , 14 : 30 - SupportoBullo3 : What? you're a stoned asshole","28 / 04 / 18 , 14 : 30", - SupportoBullo3 , What? you're a stoned asshole,- SupportoBullo3,What? you're a stoned asshole,- SupportoBullo3,What? you're a stoned asshole
C_1,65,"‎28 / 04 / 18 , 14 : 30 - SupportoBullo3 : Hahaha proprio deficente","‎28 / 04 / 18 , 14 : 30 - SupportoBullo3 : Hahaha you're such a dork","28 / 04 / 18 , 14 : 30", - SupportoBullo3 , Hahaha you're such a dork,- SupportoBullo3,Hahaha you're such a dork,- SupportoBullo3,Hahaha you're such a dork
C_1,66,"‎28 / 04 / 18 , 14 : 30 - Bullo2 : Si tu studia fai quel cazzo che vuoi ma di a tua madre a quella p . . . . Di non dire più un cazzo ai professori che già abbiamo troppi compiti","‎28 / 04 / 18 , 14 : 30 - Bullo2 : Yes, study, do what the fuck you want but tell your mother that b . . . . Not to tell the teachers anything, we already have too much homework.","28 / 04 / 18 , 14 : 30", - Bullo2 ," Yes, study, do what the fuck you want but tell your mother that b . . . . Not to tell the teachers anything, we already have too much homework.",- Bullo2,"Yes, study, do what the fuck you want but tell your mother that b . . . . Not to tell the teachers anything, we already have too much homework.",- Bullo2,"Yes, study, do what the fuck you want but tell your mother that b . . . . Not to tell the teachers anything, we already have too much homework."
C_1,67,"‎28 / 04 / 18 , 14 : 31 - SupportoBullo1 : Qualcuno perché , per colpa sua ora siamo qui a fare compiti su compiti &#128545;","‎28 / 04 / 18 , 14 : 31 - SupportoBullo1 : Someone because, because of him we are now here doing homework after homework &#128545;","28 / 04 / 18 , 14 : 31", - SupportoBullo1 ," Someone because, because of him we are now here doing homework after homework &#128545;",- SupportoBullo1,"Someone because, because of him we are now here doing homework after homework 😡",- SupportoBullo1,"Someone because, because of him we are now here doing homework after homework "
C_1,68,"‎28 / 04 / 18 , 14 : 31 - Bullo2 : Già","‎28 / 04 / 18 , 14 : 31 - Bullo2 : Yep","28 / 04 / 18 , 14 : 31", - Bullo2 , Yep,- Bullo2,Yep,- Bullo2,Yep
C_1,69,"‎28 / 04 / 18 , 14 : 31 - SupportoVittima1 : Ma tanto non li fate lostesso i compiti quindi non vi cambia niente","‎28 / 04 / 18 , 14 : 31 - SupportoVittima1 : But you don't do your homework anyway, so it doesn't change anything.","28 / 04 / 18 , 14 : 31", - SupportoVittima1 ," But you don't do your homework anyway, so it doesn't change anything.",- SupportoVittima1,"But you don't do your homework anyway, so it doesn't change anything.",- SupportoVittima1,"But you don't do your homework anyway, so it doesn't change anything."
C_1,70,"‎28 / 04 / 18 , 14 : 31 - Bullo2 : Parla lei","‎28 / 04 / 18 , 14 : 31 - Bullo2 : She is talking","28 / 04 / 18 , 14 : 31", - Bullo2 , She is talking,- Bullo2,She is talking,- Bullo2,She is talking
C_1,71,"‎28 / 04 / 18 , 14 : 32 - SupportoBullo3 : Si Vittima di a quella tro . . . di tua mamma che non si permetta di dire ai prof di aumentare i compiti","‎28 / 04 / 18 , 14 : 32 - SupportoBullo3 : Yes Vittima, tell that b….... of your mother not to dare tell the teachers to give us more homework.","28 / 04 / 18 , 14 : 32", - SupportoBullo3 ," Yes Vittima, tell that b….... of your mother not to dare tell the teachers to give us more homework.",- SupportoBullo3,"Yes Vittima, tell that b….... of your mother not to dare tell the teachers to give us more homework.",- SupportoBullo3,"Yes Vittima, tell that b….... of your mother not to dare tell the teachers to give us more homework."
C_1,72,"‎28 / 04 / 18 , 14 : 32 - SupportoVittima1 : Si parlo io problemi","‎28 / 04 / 18 , 14 : 32 - SupportoVittima1 : Yes I speak, problems","28 / 04 / 18 , 14 : 32", - SupportoVittima1 ," Yes I speak, problems",- SupportoVittima1,"Yes I speak, problems",- SupportoVittima1,"Yes I speak, problems"
