File,SentenceNumber,Sentence,Translation
D_1,20,"‎27 / 04 / 18 , 14 : 09 - Bullo1 : Be a noi no","‎27 / 04 / 18 , 14 : 09 - Bullo1 : Well we don't"
D_1,21,"‎27 / 04 / 18 , 14 : 09 - Bullo2 : fa cagare in poche parole","‎27 / 04 / 18 , 14 : 09 - Bullo2 : It is shit simply put"
D_1,22,"‎27 / 04 / 18 , 14 : 09 - Bullo1 : &#128169;","‎27 / 04 / 18 , 14 : 09 - Bullo1 : &#128169;"
D_1,23,"‎27 / 04 / 18 , 14 : 10 - SupportoVittima2 : Cosa ridi","‎27 / 04 / 18 , 14 : 10 - SupportoVittima2 : What are you laughing at ?"
D_1,24,"‎27 / 04 / 18 , 14 : 10 - SupportoVittima2 : Stai zitta","‎27 / 04 / 18 , 14 : 10 - SupportoVittima2 : Shut up."
D_1,25,"‎27 / 04 / 18 , 14 : 10 - Bullo1 : Ma stai zitto tu sfigato","‎27 / 04 / 18 , 14 : 10 - Bullo1 : Shut up you loser!"
D_1,26,"‎27 / 04 / 18 , 14 : 10 - Bullo2 : arriva il secondo sfigato di turno","‎27 / 04 / 18 , 14 : 10 - Bullo2 : Here comes the second loser on duty"
D_1,27,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : Haha é già","27 / 04 / 18 , 14 : 10 - SupportoBullo1 : Haha Yep"
D_1,28,"‎27 / 04 / 18 , 14 : 11 - SupportoVittima2 : Se Non la smetti la vedrai con tutti noi","‎27 / 04 / 18 , 14 : 11 - SupportoVittima2 : If you don't stop, you'll have to deal with all of us"
D_1,29,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : A si con i vostri amici sfigati che","‎27 / 04 / 18 , 14 : 11 - Bullo1 : Oh yes, with your friends losers who…"
D_1,30,"‎27 / 04 / 18 , 14 : 11 - Vittima : come se voi non abbiate mai fatto video su musically","‎27 / 04 / 18 , 14 : 11 - Vittima : As if you've never made videos on musically."
D_1,31,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Non sanno amnco tirare un pugno","‎27 / 04 / 18 , 14 : 11 - Bullo1 : They can't even throw a punch"
D_1,32,"‎27 / 04 / 18 , 14 : 11 - Vittima : e sappiate ballare benissimo","‎27 / 04 / 18 , 14 : 11 - Vittima : and you can dance very well"
D_1,33,"‎27 / 04 / 18 , 14 : 11 - SupportoVittima2 : Ecco","‎27 / 04 / 18 , 14 : 11 - SupportoVittima2 : Here"
D_1,34,"‎27 / 04 / 18 , 14 : 11 - Bullo2 : almeno i nostri sono decenti ahahaha","‎27 / 04 / 18 , 14 : 11 - Bullo2 : at least ours are decent ahahaha"
D_1,35,"‎27 / 04 / 18 , 14 : 12 - Bullo2 : appunto","‎27 / 04 / 18 , 14 : 12 - Bullo2 : Exactly"
D_1,36,"‎27 / 04 / 18 , 14 : 12 - Bullo1 : Manco*","‎27 / 04 / 18 , 14 : 12 - Bullo1 : Not even *"
D_1,37,"‎27 / 04 / 18 , 14 : 12 - SupportoVittima2 : Sfigata","‎27 / 04 / 18 , 14 : 12 - SupportoVittima2 : Loser"
D_1,38,"‎27 / 04 / 18 , 14 : 12 - Bullo1 : Ci vogliono tirare i libri","‎27 / 04 / 18 , 14 : 12 - Bullo1 : They want to throw our books"
D_1,39,"‎27 / 04 / 18 , 14 : 12 - SupportoVittima2 : Stai zitta","‎27 / 04 / 18 , 14 : 12 - SupportoVittima2 : Shut up!"
D_1,40,"‎27 / 04 / 18 , 14 : 12 - Bullo1 : &#128514;","‎27 / 04 / 18 , 14 : 12 - Bullo1 : &#128514;"
D_1,41,"‎27 / 04 / 18 , 14 : 12 - Bullo1 : A si i dizionari","‎27 / 04 / 18 , 14 : 12 - Bullo1 : Oh yes the dictionaries"
D_1,42,"‎27 / 04 / 18 , 14 : 12 - SupportoVittima2 : Vai a vagare &#128169;","‎27 / 04 / 18 , 14 : 12 - SupportoVittima2 : F**k off &#128169;"
D_1,43,"‎27 / 04 / 18 , 14 : 12 - SupportoBullo1 : Almeno non sembriamo un elefante","‎27 / 04 / 18 , 14 : 12 - SupportoBullo1 : At least we do not look like an elephant"
D_1,44,"‎27 / 04 / 18 , 14 : 13 - Bullo2 : che paura","‎27 / 04 / 18 , 14 : 13 - Bullo2 : How scary"
D_1,45,"‎27 / 04 / 18 , 14 : 13 - Bullo1 : &#128514;","‎27 / 04 / 18 , 14 : 13 - Bullo1 : &#128514;"
D_1,46,"‎27 / 04 / 18 , 14 : 13 - SupportoBullo1 : Wow l'italiano é molto presente qui","‎27 / 04 / 18 , 14 : 13 - SupportoBullo1 : Wow Italian is very present here."
D_1,47,"‎27 / 04 / 18 , 14 : 13 - Bullo2 : gia","‎27 / 04 / 18 , 14 : 13 - Bullo2 : Yep"
D_1,48,"‎27 / 04 / 18 , 14 : 14 - SupportoBullo1 : P . . ? P . . cosa petto ? Pettinatura ?","‎27 / 04 / 18 , 14 : 14 - SupportoBullo1 : P . . ? P . . chest what? Hairdo?"
D_1,49,"‎27 / 04 / 18 , 14 : 14 - SupportoBullo1 : É inutile che cancelli","‎27 / 04 / 18 , 14 : 14 - SupportoBullo1 : It is useless to delete"
D_1,50,"‎27 / 04 / 18 , 14 : 15 - SupportoBullo1 : O come Pagliaccio ?","‎27 / 04 / 18 , 14 : 15 - SupportoBullo1 : Or as a clown?"
D_1,51,"‎27 / 04 / 18 , 14 : 15 - Bullo2 : pettine ahahha","‎27 / 04 / 18 , 14 : 15 - Bullo2 : comb ahahha"
D_1,52,"‎27 / 04 / 18 , 14 : 15 - Bullo1 : Si come Vittima","‎27 / 04 / 18 , 14 : 15 - Bullo1 : Yes like Vittima"
D_1,53,"‎27 / 04 / 18 , 14 : 15 - Bullo2 : ahahahahahahahah ahahaha","‎27 / 04 / 18 , 14 : 15 - Bullo2 : ahahahahahahah ahahaha"
D_1,54,"‎27 / 04 / 18 , 14 : 15 - Bullo1 : Vittima","‎27 / 04 / 18 , 14 : 15 - Bullo1 : Vittima"
D_1,55,"‎27 / 04 / 18 , 14 : 15 - SupportoBullo1 : Quello lo é il tuo amico Vittima","‎27 / 04 / 18 , 14 : 15 - SupportoBullo1 : That's your friend, Vittima."
D_1,56,"‎27 / 04 / 18 , 14 : 15 - SupportoVittima2 : State zitte sfigate","‎27 / 04 / 18 , 14 : 15 - SupportoVittima2 : Shut up you losers"
D_1,57,"‎27 / 04 / 18 , 14 : 15 - SupportoBullo1 : Haha mi hai preceduta &#128514;","‎27 / 04 / 18 , 14 : 15 - SupportoBullo1 : Haha you beat me to it &#128514;"
D_1,58,"‎27 / 04 / 18 , 14 : 15 - Bullo1 : &#128514;","‎27 / 04 / 18 , 14 : 15 - Bullo1 : &#128514;"
D_1,59,"‎27 / 04 / 18 , 14 : 16 - Bullo2 : beh il concetto è quello","‎27 / 04 / 18 , 14 : 16 - Bullo2 : well that's the idea"
D_1,60,"‎27 / 04 / 18 , 14 : 16 - SupportoBullo1 : Oo ma tu che vuoi ? ! !","‎27 / 04 / 18 , 14 : 16 - SupportoBullo1 : what do you want? ! !"
D_1,61,"‎27 / 04 / 18 , 14 : 16 - SupportoBullo1 : Cerchi le botte come il tuo amico ? !","‎27 / 04 / 18 , 14 : 16 - SupportoBullo1 : Are you looking for a beating like your friend? !"
D_1,62,"‎27 / 04 / 18 , 14 : 17 - Bullo1 : Appena incontro Vittima lo riempio di botte","‎27 / 04 / 18 , 14 : 17 - Bullo1 : As soon as I meet Vittima I beat him up."
D_1,63,"‎27 / 04 / 18 , 14 : 17 - SupportoBullo2 : O SupportoVittima2 doma ti pesto","‎27 / 04 / 18 , 14 : 17 - SupportoBullo2 : You, SupportoVittima2 tomorrow I'll beat you up"
D_1,64,"‎27 / 04 / 18 , 14 : 17 - Vittima : ma che ho fatto di male ?","‎27 / 04 / 18 , 14 : 17 - Vittima : what did I do wrong?"
D_1,65,"‎27 / 04 / 18 , 14 : 17 - SupportoVittima2 : Avete rotto lesbiche","‎27 / 04 / 18 , 14 : 17 - SupportoVittima2 : I am fed up, lesbians"
D_1,66,"‎27 / 04 / 18 , 14 : 17 - Bullo1 : SupportoVittima2 non iniziare","‎27 / 04 / 18 , 14 : 17 - Bullo1 : SupportoVittima2 do not start"
D_1,67,"‎27 / 04 / 18 , 14 : 17 - SupportoVittima2 : Comunque non c'è scuola","‎27 / 04 / 18 , 14 : 17 - SupportoVittima2 : Anyway, there's no school."
D_1,68,"‎27 / 04 / 18 , 14 : 17 - Bullo2 : hai ballato come una mucca","‎27 / 04 / 18 , 14 : 17 - Bullo2 : you danced like a cow"
D_1,69,"‎27 / 04 / 18 , 14 : 17 - Bullo1 : Lesbiche a chi","‎27 / 04 / 18 , 14 : 17 - Bullo1 : Lesbians to whom?"
D_1,70,"‎27 / 04 / 18 , 14 : 18 - Bullo2 : credendoti figo","‎27 / 04 / 18 , 14 : 18 - Bullo2 : believing you're cool"
D_1,71,"‎27 / 04 / 18 , 14 : 18 - Vittima : Io non mi credo figo","‎27 / 04 / 18 , 14 : 18 - Vittima : I do not think I am cool"
D_1,72,"‎27 / 04 / 18 , 14 : 18 - Vittima : mi piace solo ballare","‎27 / 04 / 18 , 14 : 18 - Vittima : I just like to dance"
D_1,73,"‎27 / 04 / 18 , 14 : 19 - Bullo1 : &#128004; &#128004; &#128004; &#128004;","‎27 / 04 / 18 , 14 : 19 - Bullo1 : &#128004; &#128004; &#128004; &#128004;"
D_1,74,"‎27 / 04 / 18 , 14 : 19 - Bullo1 : Ecco cosa sei","‎27 / 04 / 18 , 14 : 19 - Bullo1 : That's what you are"
D_1,75,"‎27 / 04 / 18 , 14 : 19 - Bullo2 : ahahah ahahhahaha","‎27 / 04 / 18 , 14 : 19 - Bullo2 : ahahah ahahhaha"
D_1,76,"‎27 / 04 / 18 , 14 : 20 - SupportoBullo2 : &#128018;eccoti Vittima","‎27 / 04 / 18 , 14 : 20 - SupportoBullo2 : &#128018;here you are Vittima"
D_1,77,"‎27 / 04 / 18 , 14 : 20 - Bullo1 : No è la &#128169; di una &#128004;","‎27 / 04 / 18 , 14 : 20 - Bullo1 : No it is the &#128169; of a &#128004;"
D_1,78,"‎27 / 04 / 18 , 14 : 20 - Vittima : grandi , siete meravigliosi compagni di classe","‎27 / 04 / 18 , 14 : 20 - Vittima : Great, you are wonderful classmates"
D_1,79,"‎27 / 04 / 18 , 14 : 20 - Vittima : proprio carini e simpatici","‎27 / 04 / 18 , 14 : 20 - Vittima : just cute and nice"
D_1,80,"‎27 / 04 / 18 , 14 : 21 - SupportoBullo2 : Grazie grazie","‎27 / 04 / 18 , 14 : 21 - SupportoBullo2 : thank you thank you"
D_1,81,"‎27 / 04 / 18 , 14 : 21 - SupportoBullo1 : Beh balli male e sei uno sfigato quindi","‎27 / 04 / 18 , 14 : 21 - SupportoBullo1 : Well you dance badly and you are a loser, so"
D_1,82,"‎27 / 04 / 18 , 14 : 22 - Bullo2 : cambia classe allora che nessuno ti vuole","‎27 / 04 / 18 , 14 : 22 - Bullo2 : change class, nobody wants you."
D_1,83,"‎27 / 04 / 18 , 14 : 22 - SupportoBullo1 : Più carini di te di sicuro","‎27 / 04 / 18 , 14 : 22 - SupportoBullo1 : Prettier than you for sure"
D_1,84,"‎27 / 04 / 18 , 14 : 22 - Vittima : mica tanto","‎27 / 04 / 18 , 14 : 22 - Vittima : not so much"
D_1,85,"‎27 / 04 / 18 , 14 : 23 - SupportoBullo1 : Ma ti sei visto ballare ? ? !","‎27 / 04 / 18 , 14 : 23 - SupportoBullo1 : Did you see yourself dancing? ? !"
D_1,86,"‎27 / 04 / 18 , 14 : 23 - Bullo1 : No aspe non solo balla","‎27 / 04 / 18 , 14 : 23 - Bullo1 : No, wait, not only he dances"
D_1,87,"‎27 / 04 / 18 , 14 : 23 - Bullo1 : Si è mai visto allo specchio","‎27 / 04 / 18 , 14 : 23 - Bullo1 : Has he ever seen himself in the mirror"
D_1,88,"‎27 / 04 / 18 , 14 : 24 - SupportoBullo1 : No di certo pk si rompono tutti appena si prova a specchiare","‎27 / 04 / 18 , 14 : 24 - SupportoBullo1 : No, of course not, because they all break when he tries to look in the mirror."
D_1,89,"‎27 / 04 / 18 , 14 : 24 - Bullo1 : Ballare","‎27 / 04 / 18 , 14 : 24 - Bullo1 : Dance"
D_1,90,"‎27 / 04 / 18 , 14 : 24 - Bullo1 : &#128514;","‎27 / 04 / 18 , 14 : 24 - Bullo1 : &#128514;"
D_1,91,"‎27 / 04 / 18 , 14 : 24 - Bullo1 : Giaaa","‎27 / 04 / 18 , 14 : 24 - Bullo1 : Yep"
D_1,92,"‎27 / 04 / 18 , 14 : 25 - Vittima : Tutta iinvidia","‎27 / 04 / 18 , 14 : 25 - Vittima :  just jealousy"
D_1,93,"‎27 / 04 / 18 , 14 : 25 - Bullo1 : Noi invidiosi di te","‎27 / 04 / 18 , 14 : 25 - Bullo1 : We're jealous of you."
D_1,94,"‎27 / 04 / 18 , 14 : 25 - Bullo1 : Ahhahahah","‎27 / 04 / 18 , 14 : 25 - Bullo1 : Ahhahah"
D_1,95,"‎27 / 04 / 18 , 14 : 25 - Bullo1 : Ma valá","‎27 / 04 / 18 , 14 : 25 - Bullo1 : Come one"
D_1,96,"‎27 / 04 / 18 , 14 : 25 - SupportoBullo1 : Ovvio ahah","‎27 / 04 / 18 , 14 : 25 - SupportoBullo1 : Obviously ahah"
D_1,97,"‎27 / 04 / 18 , 14 : 25 - SupportoBullo1 : Di uno sfigato come lui poi","‎27 / 04 / 18 , 14 : 25 - SupportoBullo1 : Of a loser like him then"
D_1,98,"‎27 / 04 / 18 , 14 : 26 - Bullo1 : Guarda stiamo morendo dall'invidia sai","‎27 / 04 / 18 , 14 : 26 - Bullo1 : Look we are insanely jealous, you know"
D_1,99,"‎27 / 04 / 18 , 14 : 26 - Bullo1 : A vederti morirebbero tutti","‎27 / 04 / 18 , 14 : 26 - Bullo1 : Everyone would die seeing you"
D_1,100,"‎27 / 04 / 18 , 14 : 26 - Bullo1 : Oddio a leggere i tuoi messaggi mi sto sentendo male","‎27 / 04 / 18 , 14 : 26 - Bullo1 : Oh God, I'm feeling sick reading your messages"
D_1,101,"‎27 / 04 / 18 , 14 : 27 - Vittima : Guarda che su musically uno può fare i video anche per scherzo","‎27 / 04 / 18 , 14 : 27 - Vittima : On “musically” one can make videos even as a joke, you know"
D_1,102,"‎27 / 04 / 18 , 14 : 26 - Bullo1 : Voi raga ?","‎27 / 04 / 18 , 14 : 26 - Bullo1 : You guys?"
D_1,103,"‎27 / 04 / 18 , 14 : 27 - Bullo1 : &#129314; &#129314; &#129314; &#129314;","‎27 / 04 / 18 , 14 : 27 - Bullo1 : &#129314; &#129314; &#129314; &#129314;"
D_1,104,"‎27 / 04 / 18 , 14 : 27 - Vittima : Magari stavo scherzando","‎27 / 04 / 18 , 14 : 27 - Vittima : Maybe I was joking"
D_1,105,"‎27 / 04 / 18 , 14 : 28 - SupportoBullo1 : Oddio non sai nemmeno come si scrive sfigato , musica . ly si scrive &#128580;","‎27 / 04 / 18 , 14 : 28 - SupportoBullo1 : Oh God, you don't even know how to spell loser, “music . ly” is spelled &#128580;"
D_1,106,"‎27 / 04 / 18 , 14 : 29 - Bullo1 : 🤮🤮🤮🤮🤮🤮","‎27 / 04 / 18 , 14 : 29 - Bullo1 : 🤮🤮🤮🤮🤮🤮"
D_1,107,"‎27 / 04 / 18 , 14 : 49 - Bullo2 : per te no di sicuro","‎27 / 04 / 18 , 14 : 49 - Bullo2 : not for you for sure"
D_1,108,"‎27 / 04 / 18 , 15 : 12 - Vittima : Era per abbreviare","‎27 / 04 / 18 , 15 : 12 - Vittima : It was to shorten"
D_1,109,"‎27 / 04 / 18 , 15 : 12 - Vittima : Ma perché mi volete male ?","‎27 / 04 / 18 , 15 : 12 - Vittima : Why do you want to hurt me?"
D_1,110,"‎27 / 04 / 18 , 15 : 12 - Vittima : Che vi ho fatto ?","‎27 / 04 / 18 , 15 : 12 - Vittima : What have I done to you?"
D_1,111,"‎27 / 04 / 18 , 15 : 13 - Bullo2 : perché sei uno sfigato di merda","‎27 / 04 / 18 , 15 : 13 - Bullo2 : because you are a f***ing loser"
D_1,112,"‎27 / 04 / 18 , 15 : 13 - Vittima : non è vero","‎27 / 04 / 18 , 15 : 13 - Vittima : It's not true."
D_1,113,"‎27 / 04 / 18 , 15 : 13 - Vittima : Lo dico alla prof","‎27 / 04 / 18 , 15 : 13 - Vittima : I'll tell the teacher."
D_1,114,"‎27 / 04 / 18 , 17 : 23 - SupportoBullo1 : Uuuuhh adesso fa dalla prof a lamentarsi e a dire che i compagni lo prendono in giro ! Ma fammi il favore bocia di merda , che non sai fare altro che lamentarti","‎27 / 04 / 18 , 17 : 23 - SupportoBullo1 : Now he goes  complain with his teacher and say his friends are making fun of him! do me a favor f***ing kid, you can not do anything but complain"
D_1,115,"‎27 / 04 / 18 , 17 : 25 - Vittima : ma che volete ! ! ! ! io ho fatto solo un video su un social e l'ho messo su per meeeeee","‎27 / 04 / 18 , 17 : 25 - Vittima : what do you want ?! ! ! I only made a video on  social media  and I put it for me!"
D_1,116,"‎27 / 04 / 18 , 17 : 25 - Vittima : &#128545; &#128545; &#128545; &#128545;","‎27 / 04 / 18 , 17 : 25 - Vittima : &#128545; &#128545; &#128545; &#128545;"
D_1,117,"‎27 / 04 / 18 , 17 : 26 - SupportoBullo1 : E allora ? ! Se balli come un elefante incinto noi non possiamo farci niente logico che se lo pubblichi anche le offese capisci che te le pigli per un motivo","‎27 / 04 / 18 , 17 : 26 - SupportoBullo1 : So what? ! If you dance like a pregnant elephant, we can not do anything, it is logical that if you publish it, you also get insults and you understand you get them for a reason"
D_1,118,"‎27 / 04 / 18 , 17 : 28 - Vittima : ma non dovete vederlo per forza","‎27 / 04 / 18 , 17 : 28 - Vittima : but you don't have to necessarily see it"
D_1,119,"‎27 / 04 / 18 , 17 : 29 - Vittima : nessuno vi costringe","‎27 / 04 / 18 , 17 : 29 - Vittima : Nobody is forcing you"
D_1,120,"‎27 / 04 / 18 , 17 : 29 - Vittima : siete voi che mi venite sempre a rompere","‎27 / 04 / 18 , 17 : 29 - Vittima : You're the ones who are always bugging me."
D_1,121,"‎27 / 04 / 18 , 17 : 37 - SupportoBullo1 : Era lì cosa dovevamo fare ?","‎27 / 04 / 18 , 17 : 37 - SupportoBullo1 : It  was there. What should we have done?"
D_1,122,"‎27 / 04 / 18 , 17 : 37 - Vittima : era lì . . . no ! l'avete cercato per offendermi","‎27 / 04 / 18 , 17 : 37 - Vittima : It was there ... no! You looked for it to offend me."
D_1,123,"‎27 / 04 / 18 , 17 : 37 - Vittima : come fate sempre","‎27 / 04 / 18 , 17 : 37 - Vittima : as you always do."
D_1,124,"‎27 / 04 / 18 , 17 : 38 - SupportoBullo1 : Ma se era sulla pagina home che cavolo dovevamo fare ! Se poi tu ti muovi come un elefante é un altro discorso","‎27 / 04 / 18 , 17 : 38 - SupportoBullo1 : it was on the home page what the hell were we supposed to do?! If you move like an elephant, that’s another story"
D_1,125,"‎27 / 04 / 18 , 17 : 40 - Vittima : &#129317; &#129317; &#129317;","‎27 / 04 / 18 , 17 : 40 - Vittima : &#129317; &#129317; &#129317;"
D_1,126,"‎27 / 04 / 18 , 17 : 40 - SupportoVittima2 : Non va bene così","‎27 / 04 / 18 , 17 : 40 - SupportoVittima2 : This is not good."
D_1,127,"‎27 / 04 / 18 , 17 : 40 - SupportoVittima2 : Hai veramente ragione","‎27 / 04 / 18 , 17 : 40 - SupportoVittima2 : You are really right"
D_1,128,"‎27 / 04 / 18 , 17 : 41 - Vittima : grazie , sei un amico : )","‎27 / 04 / 18 , 17 : 41 - Vittima : thanks, you are a friend : )"
D_1,129,"‎27 / 04 / 18 , 17 : 41 - SupportoVittima2 : Grazie anche a tè","‎27 / 04 / 18 , 17 : 41 - SupportoVittima2 : Thanks to you too"
D_1,130,"‎27 / 04 / 18 , 17 : 42 - SupportoBullo1 : Ma che amico , dai che li fa solo pk si sente in colpa siccome nessuno ti caga","‎27 / 04 / 18 , 17 : 42 - SupportoBullo1 : what a friend, come on, he only makes them ‘cos he feels guilty since no one cares about you"
D_1,131,"‎27 / 04 / 18 , 17 : 42 - SupportoVittima2 : Come te","‎27 / 04 / 18 , 17 : 42 - SupportoVittima2 : Like you"
D_1,132,"‎27 / 04 / 18 , 17 : 42 - SupportoVittima2 : Nessuno ti sta simpatico","‎27 / 04 / 18 , 17 : 42 - SupportoVittima2 : You don’t like anybody"
D_1,133,"‎27 / 04 / 18 , 17 : 42 - Vittima : non è vero , lui almeno non mi ha offeso per il video","‎27 / 04 / 18 , 17 : 42 - Vittima : not true, at least he did not offend me for the video"
D_1,134,"‎27 / 04 / 18 , 17 : 42 - Vittima : solo voi mi offendete","‎27 / 04 / 18 , 17 : 42 - Vittima : Only you offend me."
D_1,135,"‎27 / 04 / 18 , 17 : 43 - SupportoVittima2 : Ecco siete dei cattivi bulli","‎27 / 04 / 18 , 17 : 43 - SupportoVittima2 : you are bad bullies"
D_1,136,"‎27 / 04 / 18 , 17 : 44 - Vittima : vero","‎27 / 04 / 18 , 17 : 44 - Vittima : True"
D_1,137,"‎27 / 04 / 18 , 17 : 44 - SupportoVittima2 : Ecco","‎27 / 04 / 18 , 17 : 44 - SupportoVittima2 : Here"
D_1,138,"‎27 / 04 / 18 , 17 : 45 - SupportoVittima2 : Non sapete dire altro","‎27 / 04 / 18 , 17 : 45 - SupportoVittima2 : You can not say more"
D_1,139,"‎27 / 04 / 18 , 17 : 46 - SupportoBullo1 : Wow ok io mi metto nei *PAGNI* degli altri però prima spiegami che cosa sono","‎27 / 04 / 18 , 17 : 46 - SupportoBullo1 : Wow ok, I put myself in the others’ *SHOES* but first explain to me what they are"
D_1,140,"‎27 / 04 / 18 , 17 : 46 - SupportoVittima2 : Vittima hai visto che sente stanno zitti , perché abbiamo ragione noi","‎27 / 04 / 18 , 17 : 46 - SupportoVittima2 : Vittima, you saw he is listening to us, they shut up because we're right"
D_1,141,"‎27 / 04 / 18 , 17 : 46 - SupportoBullo1 : Sente ?","‎27 / 04 / 18 , 17 : 46 - SupportoBullo1 :  Can he hear?"
D_1,142,"‎27 / 04 / 18 , 17 : 46 - SupportoVittima2 : Tu stanne fuori","‎27 / 04 / 18 , 17 : 46 - SupportoVittima2 : stay out of it"
D_1,143,"‎27 / 04 / 18 , 17 : 47 - SupportoVittima2 : Sai solo offendere , bulla","‎27 / 04 / 18 , 17 : 47 - SupportoVittima2 : You only know how to offend, bully"
D_1,144,"‎27 / 04 / 18 , 17 : 50 - SupportoVittima2 : Wow che silenzio , site solo dei fifoni che non siete altro","‎27 / 04 / 18 , 17 : 50 - SupportoVittima2 : Wow that silence, you are just wimps, nothing else"
D_1,145,"‎27 / 04 / 18 , 17 : 51 - SupportoBullo1 : Ommioddio nessuno sta parlando pk stiamo scrivendo quindi . . . .","‎27 / 04 / 18 , 17 : 51 - SupportoBullo1 : Oh my god nobody is talking ‘cos we are writing so . . . ."
D_1,146,"‎27 / 04 / 18 , 17 : 52 - SupportoVittima2 : È adesso ti metti a scrivere","‎27 / 04 / 18 , 17 : 52 - SupportoVittima2 : And now you're writing"
D_1,147,"‎27 / 04 / 18 , 17 : 52 - SupportoVittima2 : Scusa credo che hai il telefono ritardato","‎27 / 04 / 18 , 17 : 52 - SupportoVittima2 : I'm sorry, I think your phone is slow."
D_1,148,"‎27 / 04 / 18 , 17 : 53 - SupportoVittima2 : Stai scrivendo solo tu","‎27 / 04 / 18 , 17 : 53 - SupportoVittima2 : You are the only one who is writing"
D_1,149,"‎27 / 04 / 18 , 17 : 54 - SupportoVittima2 : Vedo che l'italiano manca qua","‎27 / 04 / 18 , 17 : 54 - SupportoVittima2 : I see that Italian is missing here"
D_1,150,"‎27 / 04 / 18 , 17 : 55 - SupportoBullo1 : C'è mi copi le battute ma che degrado","‎27 / 04 / 18 , 17 : 55 - SupportoBullo1 : Well, you copy my lines, that misery  "
