File,SentenceNumber,Sentence,Translation,EntityType,Role,Sarcasm,NonOffensive
D_1,65,"‎27 / 04 / 18 , 14 : 17 - SupportoVittima2 : Avete rotto lesbiche","‎27 / 04 / 18 , 14 : 17 - SupportoVittima2 : I am fed up, lesbians",Insult-Discrimination-Sexism,Bystander_defender,False,False
D_1,65,"‎27 / 04 / 18 , 14 : 17 - SupportoVittima2 : Avete rotto lesbiche","‎27 / 04 / 18 , 14 : 17 - SupportoVittima2 : I am fed up, lesbians",Insult-Discrimination-Sexism,Bystander_defender,False,False
D_1,68,"‎27 / 04 / 18 , 14 : 17 - Bullo2 : hai ballato come una mucca","‎27 / 04 / 18 , 14 : 17 - Bullo2 : you danced like a cow",Insult-BodyShame,Harasser,False,False
D_1,69,"‎27 / 04 / 18 , 14 : 17 - Bullo1 : Lesbiche a chi","‎27 / 04 / 18 , 14 : 17 - Bullo1 : Lesbians to whom?",Defense,Harasser,False,False
D_1,71,"‎27 / 04 / 18 , 14 : 18 - Vittima : Io non mi credo figo","‎27 / 04 / 18 , 14 : 18 - Vittima : I do not think I am cool",Defense,Victim,False,False
D_1,72,"‎27 / 04 / 18 , 14 : 18 - Vittima : mi piace solo ballare","‎27 / 04 / 18 , 14 : 18 - Vittima : I just like to dance",Defense,Victim,False,False
D_1,73,"‎27 / 04 / 18 , 14 : 19 - Bullo1 : &#128004; &#128004; &#128004; &#128004;","‎27 / 04 / 18 , 14 : 19 - Bullo1 : &#128004; &#128004; &#128004; &#128004;",Insult-BodyShame,Harasser,False,False
D_1,76,"‎27 / 04 / 18 , 14 : 20 - SupportoBullo2 : &#128018;eccoti Vittima","‎27 / 04 / 18 , 14 : 20 - SupportoBullo2 : &#128018;here you are Vittima",Insult-General_Insult,Bystander_assistant,False,False
D_1,77,"‎27 / 04 / 18 , 14 : 20 - Bullo1 : No è la &#128169; di una &#128004;","‎27 / 04 / 18 , 14 : 20 - Bullo1 : No it is the &#128169; of a &#128004;",Insult-General_Insult,Harasser,False,False
D_1,78,"‎27 / 04 / 18 , 14 : 20 - Vittima : grandi , siete meravigliosi compagni di classe","‎27 / 04 / 18 , 14 : 20 - Vittima : Great, you are wonderful classmates",Insult-General_Insult,Victim,True,False
D_1,79,"‎27 / 04 / 18 , 14 : 20 - Vittima : proprio carini e simpatici","‎27 / 04 / 18 , 14 : 20 - Vittima : just cute and nice",Insult-General_Insult,Victim,True,False
D_1,81,"‎27 / 04 / 18 , 14 : 21 - SupportoBullo1 : Beh balli male e sei uno sfigato quindi","‎27 / 04 / 18 , 14 : 21 - SupportoBullo1 : Well you dance badly and you are a loser, so",Insult-General_Insult,Bystander_assistant,False,False
D_1,82,"‎27 / 04 / 18 , 14 : 22 - Bullo2 : cambia classe allora che nessuno ti vuole","‎27 / 04 / 18 , 14 : 22 - Bullo2 : change class, nobody wants you.",Curse_or_Exclusion,Harasser,False,False
D_1,83,"‎27 / 04 / 18 , 14 : 22 - SupportoBullo1 : Più carini di te di sicuro","‎27 / 04 / 18 , 14 : 22 - SupportoBullo1 : Prettier than you for sure",Insult-General_Insult,Bystander_assistant,False,False
D_1,85,"‎27 / 04 / 18 , 14 : 23 - SupportoBullo1 : Ma ti sei visto ballare ? ? !","‎27 / 04 / 18 , 14 : 23 - SupportoBullo1 : Did you see yourself dancing? ? !",Other,Harasser,False,False
D_1,87,"‎27 / 04 / 18 , 14 : 23 - Bullo1 : Si è mai visto allo specchio","‎27 / 04 / 18 , 14 : 23 - Bullo1 : Has he ever seen himself in the mirror",Insult-BodyShame,Harasser,False,False
D_1,88,"‎27 / 04 / 18 , 14 : 24 - SupportoBullo1 : No di certo pk si rompono tutti appena si prova a specchiare","‎27 / 04 / 18 , 14 : 24 - SupportoBullo1 : No, of course not, because they all break when he tries to look in the mirror.",Insult-BodyShame,Bystander_assistant,False,False
D_1,92,"‎27 / 04 / 18 , 14 : 25 - Vittima : Tutta iinvidia","‎27 / 04 / 18 , 14 : 25 - Vittima :  just jealousy",Defense,Victim,False,False
D_1,97,"‎27 / 04 / 18 , 14 : 25 - SupportoBullo1 : Di uno sfigato come lui poi","‎27 / 04 / 18 , 14 : 25 - SupportoBullo1 : Of a loser like him then",Insult-General_Insult,Bystander_assistant,False,False
D_1,99,"‎27 / 04 / 18 , 14 : 26 - Bullo1 : A vederti morirebbero tutti","‎27 / 04 / 18 , 14 : 26 - Bullo1 : Everyone would die seeing you",Insult-General_Insult,Harasser,False,False
D_1,100,"‎27 / 04 / 18 , 14 : 26 - Bullo1 : Oddio a leggere i tuoi messaggi mi sto sentendo male","‎27 / 04 / 18 , 14 : 26 - Bullo1 : Oh God, I'm feeling sick reading your messages",Other,Harasser,False,False
D_1,101,"‎27 / 04 / 18 , 14 : 27 - Vittima : Guarda che su musically uno può fare i video anche per scherzo","‎27 / 04 / 18 , 14 : 27 - Vittima : On “musically” one can make videos even as a joke, you know",Defense,Victim,False,False
D_1,104,"‎27 / 04 / 18 , 14 : 27 - Vittima : Magari stavo scherzando","‎27 / 04 / 18 , 14 : 27 - Vittima : Maybe I was joking",Defense,Victim,False,False
D_1,105,"‎27 / 04 / 18 , 14 : 28 - SupportoBullo1 : Oddio non sai nemmeno come si scrive sfigato , musica . ly si scrive &#128580;","‎27 / 04 / 18 , 14 : 28 - SupportoBullo1 : Oh God, you don't even know how to spell loser, “music . ly” is spelled &#128580;",Insult-General_Insult,Bystander_assistant,False,False
D_1,109,"‎27 / 04 / 18 , 15 : 12 - Vittima : Ma perché mi volete male ?","‎27 / 04 / 18 , 15 : 12 - Vittima : Why do you want to hurt me?",Defense,Victim,False,False
D_1,110,"‎27 / 04 / 18 , 15 : 12 - Vittima : Che vi ho fatto ?","‎27 / 04 / 18 , 15 : 12 - Vittima : What have I done to you?",Defense,Victim,False,False
D_1,111,"‎27 / 04 / 18 , 15 : 13 - Bullo2 : perché sei uno sfigato di merda","‎27 / 04 / 18 , 15 : 13 - Bullo2 : because you are a f***ing loser",Insult-General_Insult,Harasser,False,False
D_1,112,"‎27 / 04 / 18 , 15 : 13 - Vittima : non è vero","‎27 / 04 / 18 , 15 : 13 - Vittima : It's not true.",Defense,Victim,False,False
D_1,113,"‎27 / 04 / 18 , 15 : 13 - Vittima : Lo dico alla prof","‎27 / 04 / 18 , 15 : 13 - Vittima : I'll tell the teacher.",Threat_or_Blackmail,Victim,False,False
D_1,114,"‎27 / 04 / 18 , 17 : 23 - SupportoBullo1 : Uuuuhh adesso fa dalla prof a lamentarsi e a dire che i compagni lo prendono in giro ! Ma fammi il favore bocia di merda , che non sai fare altro che lamentarti","‎27 / 04 / 18 , 17 : 23 - SupportoBullo1 : Now he goes  complain with his teacher and say his friends are making fun of him! do me a favor f***ing kid, you can not do anything but complain",Insult-General_Insult,Bystander_assistant,False,False
D_1,114,"‎27 / 04 / 18 , 17 : 23 - SupportoBullo1 : Uuuuhh adesso fa dalla prof a lamentarsi e a dire che i compagni lo prendono in giro ! Ma fammi il favore bocia di merda , che non sai fare altro che lamentarti","‎27 / 04 / 18 , 17 : 23 - SupportoBullo1 : Now he goes  complain with his teacher and say his friends are making fun of him! do me a favor f***ing kid, you can not do anything but complain",Insult-General_Insult,Bystander_assistant,False,False
D_1,114,"‎27 / 04 / 18 , 17 : 23 - SupportoBullo1 : Uuuuhh adesso fa dalla prof a lamentarsi e a dire che i compagni lo prendono in giro ! Ma fammi il favore bocia di merda , che non sai fare altro che lamentarti","‎27 / 04 / 18 , 17 : 23 - SupportoBullo1 : Now he goes  complain with his teacher and say his friends are making fun of him! do me a favor f***ing kid, you can not do anything but complain",Other,Bystander_assistant,False,False
D_1,114,"‎27 / 04 / 18 , 17 : 23 - SupportoBullo1 : Uuuuhh adesso fa dalla prof a lamentarsi e a dire che i compagni lo prendono in giro ! Ma fammi il favore bocia di merda , che non sai fare altro che lamentarti","‎27 / 04 / 18 , 17 : 23 - SupportoBullo1 : Now he goes  complain with his teacher and say his friends are making fun of him! do me a favor f***ing kid, you can not do anything but complain",Other,Bystander_assistant,False,False
D_1,115,"‎27 / 04 / 18 , 17 : 25 - Vittima : ma che volete ! ! ! ! io ho fatto solo un video su un social e l'ho messo su per meeeeee","‎27 / 04 / 18 , 17 : 25 - Vittima : what do you want ?! ! ! I only made a video on  social media  and I put it for me!",Defense,Victim,False,False
D_1,117,"‎27 / 04 / 18 , 17 : 26 - SupportoBullo1 : E allora ? ! Se balli come un elefante incinto noi non possiamo farci niente logico che se lo pubblichi anche le offese capisci che te le pigli per un motivo","‎27 / 04 / 18 , 17 : 26 - SupportoBullo1 : So what? ! If you dance like a pregnant elephant, we can not do anything, it is logical that if you publish it, you also get insults and you understand you get them for a reason",Insult-BodyShame,Bystander_assistant,False,False
D_1,118,"‎27 / 04 / 18 , 17 : 28 - Vittima : ma non dovete vederlo per forza","‎27 / 04 / 18 , 17 : 28 - Vittima : but you don't have to necessarily see it",Defense,Victim,False,False
D_1,119,"‎27 / 04 / 18 , 17 : 29 - Vittima : nessuno vi costringe","‎27 / 04 / 18 , 17 : 29 - Vittima : Nobody is forcing you",Defense,Victim,False,False
D_1,120,"‎27 / 04 / 18 , 17 : 29 - Vittima : siete voi che mi venite sempre a rompere","‎27 / 04 / 18 , 17 : 29 - Vittima : You're the ones who are always bugging me.",Defense,Victim,False,False
D_1,122,"‎27 / 04 / 18 , 17 : 37 - Vittima : era lì . . . no ! l'avete cercato per offendermi","‎27 / 04 / 18 , 17 : 37 - Vittima : It was there ... no! You looked for it to offend me.",Defense,Victim,False,False
D_1,124,"‎27 / 04 / 18 , 17 : 38 - SupportoBullo1 : Ma se era sulla pagina home che cavolo dovevamo fare ! Se poi tu ti muovi come un elefante é un altro discorso","‎27 / 04 / 18 , 17 : 38 - SupportoBullo1 : it was on the home page what the hell were we supposed to do?! If you move like an elephant, that’s another story",Insult-BodyShame,Bystander_assistant,False,False
D_1,126,"‎27 / 04 / 18 , 17 : 40 - SupportoVittima2 : Non va bene così","‎27 / 04 / 18 , 17 : 40 - SupportoVittima2 : This is not good.",Defense,Bystander_defender,False,False
D_1,127,"‎27 / 04 / 18 , 17 : 40 - SupportoVittima2 : Hai veramente ragione","‎27 / 04 / 18 , 17 : 40 - SupportoVittima2 : You are really right",Defense,Bystander_defender,False,False
D_1,130,"‎27 / 04 / 18 , 17 : 42 - SupportoBullo1 : Ma che amico , dai che li fa solo pk si sente in colpa siccome nessuno ti caga","‎27 / 04 / 18 , 17 : 42 - SupportoBullo1 : what a friend, come on, he only makes them ‘cos he feels guilty since no one cares about you",Curse_or_Exclusion,Bystander_assistant,False,False
D_1,132,"‎27 / 04 / 18 , 17 : 42 - SupportoVittima2 : Nessuno ti sta simpatico","‎27 / 04 / 18 , 17 : 42 - SupportoVittima2 : You don’t like anybody",Curse_or_Exclusion,Bystander_defender,False,False
D_1,133,"‎27 / 04 / 18 , 17 : 42 - Vittima : non è vero , lui almeno non mi ha offeso per il video","‎27 / 04 / 18 , 17 : 42 - Vittima : not true, at least he did not offend me for the video",Defense,Victim,False,False
D_1,134,"‎27 / 04 / 18 , 17 : 42 - Vittima : solo voi mi offendete","‎27 / 04 / 18 , 17 : 42 - Vittima : Only you offend me.",Defense,Victim,False,False
D_1,135,"‎27 / 04 / 18 , 17 : 43 - SupportoVittima2 : Ecco siete dei cattivi bulli","‎27 / 04 / 18 , 17 : 43 - SupportoVittima2 : you are bad bullies",Defense,Bystander_defender,False,False
D_1,142,"‎27 / 04 / 18 , 17 : 46 - SupportoVittima2 : Tu stanne fuori","‎27 / 04 / 18 , 17 : 46 - SupportoVittima2 : stay out of it",Curse_or_Exclusion,Bystander_defender,False,False
D_1,143,"‎27 / 04 / 18 , 17 : 47 - SupportoVittima2 : Sai solo offendere , bulla","‎27 / 04 / 18 , 17 : 47 - SupportoVittima2 : You only know how to offend, bully",Defense,Bystander_defender,False,False
D_1,143,"‎27 / 04 / 18 , 17 : 47 - SupportoVittima2 : Sai solo offendere , bulla","‎27 / 04 / 18 , 17 : 47 - SupportoVittima2 : You only know how to offend, bully",Defense,Bystander_defender,False,False
D_1,143,"‎27 / 04 / 18 , 17 : 47 - SupportoVittima2 : Sai solo offendere , bulla","‎27 / 04 / 18 , 17 : 47 - SupportoVittima2 : You only know how to offend, bully",Insult-General_Insult,Bystander_defender,False,False
D_1,143,"‎27 / 04 / 18 , 17 : 47 - SupportoVittima2 : Sai solo offendere , bulla","‎27 / 04 / 18 , 17 : 47 - SupportoVittima2 : You only know how to offend, bully",Insult-General_Insult,Bystander_defender,False,False
D_1,144,"‎27 / 04 / 18 , 17 : 50 - SupportoVittima2 : Wow che silenzio , site solo dei fifoni che non siete altro","‎27 / 04 / 18 , 17 : 50 - SupportoVittima2 : Wow that silence, you are just wimps, nothing else",Insult-General_Insult,Bystander_defender,False,False
D_1,155,"‎27 / 04 / 18 , 17 : 57 - SupportoVittima2 : Ma stai zitta","‎27 / 04 / 18 , 17 : 57 - SupportoVittima2 : Shut up!",Curse_or_Exclusion,Bystander_defender,False,False
D_1,161,"‎27 / 04 / 18 , 17 : 58 - SupportoBullo1 : Allora non sto parlando genio !","‎27 / 04 / 18 , 17 : 58 - SupportoBullo1 : Then I'm not talking genius!",Insult-General_Insult,Bystander_assistant,True,False
D_1,165,"‎27 / 04 / 18 , 18 : 01 - SupportoVittima2 : Non sai fare altro , invece che bullizzare le persone o prenderle in giro","‎27 / 04 / 18 , 18 : 01 - SupportoVittima2 : That's all you do, instead of bullying people or making fun of them.",Defense,Bystander_defender,False,False
D_1,166,"‎27 / 04 / 18 , 18 : 02 - SupportoVittima2 : Fatti un' esame di coscienza","‎27 / 04 / 18 , 18 : 02 - SupportoVittima2 : Think about what you’re doing.",Defense,Bystander_defender,False,False
D_1,167,"‎27 / 04 / 18 , 18 : 03 - SupportoVittima2 : Non sai più cosa scrivere","‎27 / 04 / 18 , 18 : 03 - SupportoVittima2 : You don't know what to write anymore",Other,Bystander_defender,False,False
D_1,175,"‎27 / 04 / 18 , 18 : 09 - SupportoVittima2 : È se continui ti sospenderanno perché continui a prendere in giro Vittima","‎27 / 04 / 18 , 18 : 09 - SupportoVittima2 : And if you continue, they'll suspend you because you keep making fun of Vittima!",Threat_or_Blackmail,Bystander_defender,False,False
D_1,176,"‎27 / 04 / 18 , 18 : 10 - SupportoBullo1 : Ma gli affari tuoi mai no ? !","‎27 / 04 / 18 , 18 : 10 - SupportoBullo1 : You never mind your own business! !",Defense,Bystander_assistant,False,False
D_1,182,"‎27 / 04 / 18 , 18 : 11 - SupportoVittima2 : Mi dispiace perché non sai leggere","‎27 / 04 / 18 , 18 : 11 - SupportoVittima2 : I'm sorry because you can't read",Insult-General_Insult,Bystander_defender,False,False
D_1,184,"‎27 / 04 / 18 , 18 : 12 - SupportoVittima2 : Ridi quanto vuoi","‎27 / 04 / 18 , 18 : 12 - SupportoVittima2 : Laugh all you want.",Defense,Bystander_defender,False,False
D_2,0,"‎27 / 04 / 18 , 14 : 09 - SupportoBullo2 : Come sei bravo a ballare Vittima ! Ahaha","‎27 / 04 / 18 , 14 : 09 - SupportoBullo2 : How good you are at dancing Vittima! Ahaha",Insult-General_Insult,Bystander_assistant,True,False
D_2,2,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : Fai schifo ciccione !","‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : You suck, fatso!",Insult-General_Insult,Bystander_assistant,False,False
D_2,2,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : Fai schifo ciccione !","‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : You suck, fatso!",Insult-General_Insult,Bystander_assistant,False,False
D_2,2,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : Fai schifo ciccione !","‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : You suck, fatso!",Insult-BodyShame,Bystander_assistant,False,False
D_2,2,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : Fai schifo ciccione !","‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : You suck, fatso!",Insult-BodyShame,Bystander_assistant,False,False
D_2,3,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo2 : Ahah mi fai ridere","‎27 / 04 / 18 , 14 : 10 - SupportoBullo2 : Ahah you make me laugh",Encouragement_to_the_Harasser,Bystander_assistant,False,False
D_2,4,"‎27 / 04 / 18 , 14 : 10 - Bullo1 : Ballerino provetto vai ad amici sicuramente ti prenderanno hahahahhahahaa","‎27 / 04 / 18 , 14 : 10 - Bullo1 : Skilled dancer, go to ”Amici” (Italian TV show for young talents) they will surely take you hahahahhahahaa",Other,Harasser,True,False
D_2,5,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo2 : Neanche sai fare una corsa ! Perché ti metti a ballare ? ?","‎27 / 04 / 18 , 14 : 10 - SupportoBullo2 : You can't even run! Why are you dancing? ?",Insult-General_Insult,Bystander_assistant,False,False
D_2,7,"‎27 / 04 / 18 , 14 : 11 - SupportoBullo2 : È già tanto se è riuscito a scaricarsi musical . ly ahahaha","‎27 / 04 / 18 , 14 : 11 - SupportoBullo2 : It's enough that he managed to download musical . ly ahahaha",Insult-General_Insult,Bystander_assistant,False,False
D_2,8,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Impara prima di fare le cose che fai più bella figura","‎27 / 04 / 18 , 14 : 11 - Bullo1 : Learn before you do things, you'll make a better impression.",Insult-General_Insult,Harasser,False,False
D_2,9,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Già hahahhaha","‎27 / 04 / 18 , 14 : 11 - Bullo1 : Yeah hahahhaha",Encouragement_to_the_Harasser,Harasser,False,False
D_2,10,"‎27 / 04 / 18 , 14 : 11 - SupportoBullo1 : È abbastanza preoccupante che non sappia fare nemmeno una capriola hahaha","‎27 / 04 / 18 , 14 : 11 - SupportoBullo1 : It's quite worrying that he can't even do a somersault hahaha",Insult-General_Insult,Bystander_assistant,False,False
D_2,11,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Già","‎27 / 04 / 18 , 14 : 11 - Bullo1 :  Yep",Encouragement_to_the_Harasser,Harasser,False,False
