File,SentenceNumber,Sentence
B_1,70,"‎24 / 04 / 18 , 16 : 48 - SupportoBullo2 : Che non sia vero ? !"
B_1,71,"‎24 / 04 / 18 , 16 : 49 - SupportoVittima3 : Stai zitta SupportoBullo2"
B_1,72,"‎24 / 04 / 18 , 16 : 50 - SupportoBullo2 : Ma tu che centri ? ! Nessuno ti ha interpellato"
B_1,73,"‎24 / 04 / 18 , 16 : 50 - Vittima : mi difende perché è mia amica , mica come te che mi tratti sempre male"
B_1,74,"‎24 / 04 / 18 , 16 : 50 - Vittima : senza motivo"
B_1,75,"‎24 / 04 / 18 , 16 : 50 - Vittima : magari è tutta invidia"
B_1,76,"‎24 / 04 / 18 , 16 : 51 - SupportoBullo2 : Io invidiosa di uno sfigato come te ? ! Ma fammi il favore"
B_1,77,"‎24 / 04 / 18 , 16 : 51 - SupportoBullo2 : Comunque é un maschio"
B_1,78,"‎24 / 04 / 18 , 16 : 51 - Vittima : Hai eliminato questo messaggio"
B_1,79,"‎24 / 04 / 18 , 16 : 52 - Vittima : invece sì , perché la prof mi stima"
B_1,80,"‎24 / 04 / 18 , 16 : 52 - SupportoVittima3 : Dai SupportoBullo2 ammettilo che sei solo invidiosa"
B_1,81,"‎24 / 04 / 18 , 16 : 53 - SupportoBullo2 : Sisi come no , non é che ti stima , il punto è che ti trova pure lei insopportabile e allora fa la carina solo perché non vuole sentirti"
B_1,82,"‎24 / 04 / 18 , 16 : 54 - SupportoVittima3 : Ma cosa dicii ! !"
B_1,83,"‎24 / 04 / 18 , 16 : 54 - SupportoBullo2 : Mamma mia guarda ogni giorno , soprattutto di lui che non lo guarda nessuno a scuola , invece qui fate i carini ma in realtà a scuola non lo considerate nemmeno quindi . ."
B_1,84,"‎24 / 04 / 18 , 16 : 55 - Vittima : eh infatti quando le ho detto delle sigarette ha fatto la carina con voi !"
B_1,85,"‎24 / 04 / 18 , 16 : 55 - SupportoBullo2 : Quello che c'è scritto"
B_1,86,"‎24 / 04 / 18 , 16 : 55 - SupportoBullo2 : Ahah che spiritoso , mi ricorderò di questo quando saremo faccia a faccia"
B_1,87,"‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : Cosa credi di fare ! ! Ma zitta va che non sai altro che prendertela con i più deboliii ! !"
B_1,88,"‎24 / 04 / 18 , 16 : 57 - SupportoBullo2 : Tipo un debole come Vittima e come te ?"
B_1,89,"‎24 / 04 / 18 , 16 : 58 - Vittima : debole che però vi fa sospendere . . ."
B_1,90,"‎24 / 04 / 18 , 17 : 01 - SupportoBullo2 : Si per aver fatto la spia , nemmeno i bambini di 5 anni si vantano per una cosa del genere"
B_1,91,"‎24 / 04 / 18 , 17 : 17 - Vittima : Intanto voi sospesi e io prendo 10"
B_1,92,"‎24 / 04 / 18 , 17 : 18 - SupportoBullo2 : Meglio essere sospesi piuttosto di vederti"
B_1,93,"‎24 / 04 / 18 , 17 : 43 - Vittima : Se continuate così non mi vedete l'anno prossimo"
B_1,94,"‎24 / 04 / 18 , 18 : 13 - SupportoBullo2 : Questo messaggio è stato eliminato"
B_1,95,"‎24 / 04 / 18 , 18 : 31 - SupportoBullo2 : Meglio , una faccia da culo in meno &#128536;"
B_1,96,"‎24 / 04 / 18 , 18 : 47 - SupportoBullo1 : Ai proprio ragione"
B_1,97,"‎24 / 04 / 18 , 18 : 48 - SupportoBullo1 : Fai prima andartene ( ''spione'' ) &#128540;"
B_1,98,"‎24 / 04 / 18 , 19 : 34 - SupportoVittima1 : Bè , in verità siete voi che venite bocciati e restate in seconda , mentre noi siamo in terza ."
B_1,99,"‎24 / 04 / 18 , 19 : 34 - Vittima : Ma non mi vedrete perché perdete voi un anno"
B_1,100,"‎24 / 04 / 18 , 19 : 35 - SupportoVittima1 : Già"
B_1,101,"‎24 / 04 / 18 , 20 : 50 - SupportoBullo2 : Sempre meglio che stare in classe con uno come te"
B_1,102,"‎24 / 04 / 18 , 20 : 51 - SupportoBullo2 : Ma tu cosa centri ? Qualcuno ha chiesto la tua opinione ? ! No , quindi taci . ."
B_1,103,"‎24 / 04 / 18 , 20 : 52 - SupportoVittima2 : No ti sbagli è lui a essere fortunato pk non ti vede"
B_1,104,"‎24 / 04 / 18 , 20 : 52 - SupportoVittima2 : Anzi non vi vede"
B_1,105,"‎24 / 04 / 18 , 20 : 53 - SupportoVittima2 : Taci tu , lei ha ragione"
B_1,106,"‎24 / 04 / 18 , 20 : 53 - SupportoBullo2 : Madò qui tutti che si intromettono , una vita non cela avete ? !"
B_1,107,"‎24 / 04 / 18 , 20 : 53 - SupportoBullo1 : Ho i due fidanzatini si aiutano"
B_1,108,"‎24 / 04 / 18 , 20 : 54 - SupportoVittima2 : Ma sei serio"
B_1,109,"‎24 / 04 / 18 , 20 : 54 - SupportoBullo1 : Si"
B_1,110,"‎24 / 04 / 18 , 20 : 55 - SupportoVittima2 : Caso mai siete voi i fidanzatini"
B_1,111,"‎24 / 04 / 18 , 20 : 55 - SupportoBullo1 : Sai scrivere"
B_1,112,"‎24 / 04 / 18 , 20 : 55 - SupportoVittima2 : Si pk"
B_1,113,"‎24 / 04 / 18 , 20 : 55 - SupportoVittima2 : Che ho scritto"
B_1,114,"‎24 / 04 / 18 , 20 : 56 - SupportoVittima2 : ? ?"
B_1,115,"‎24 / 04 / 18 , 20 : 56 - SupportoBullo2 : Oddio ora che copia le battute , che bambina"
B_1,116,"‎24 / 04 / 18 , 20 : 56 - SupportoBullo1 : Allora cose quel ''caso''"
B_1,117,"‎24 / 04 / 18 , 20 : 56 - SupportoBullo1 : SupportoVittima2 cosa volevi scrivere"
B_1,118,"‎24 / 04 / 18 , 20 : 57 - SupportoVittima2 : Nulla"
B_1,119,"‎24 / 04 / 18 , 20 : 57 - SupportoBullo1 : O forse Non sai scrivere"
B_1,120,"‎24 / 04 / 18 , 20 : 57 - SupportoVittima2 : So scrivere e anche meglio di te"
B_1,121,"‎24 / 04 / 18 , 20 : 59 - SupportoBullo1 : Cosa dici sfigata"
B_1,122,"‎24 / 04 / 18 , 20 : 59 - SupportoVittima2 : Sono pure piú simpatica di te cosa vai a dire"
B_1,123,"‎24 / 04 / 18 , 21 : 00 - SupportoBullo1 : Ma vai a casa"
B_1,124,"‎24 / 04 / 18 , 21 : 00 - SupportoVittima3 : Stai zitto SupportoBullo1"
B_1,125,"‎24 / 04 / 18 , 21 : 00 - SupportoVittima2 : Ci sono gia buuuum"
B_1,126,"‎24 / 04 / 18 , 21 : 00 - SupportoVittima2 : Finalmente qualcuno che non spara cavolate"
B_1,127,"‎24 / 04 / 18 , 21 : 01 - SupportoBullo1 : Ho si intromette il fidanzato"
B_1,128,"‎24 / 04 / 18 , 21 : 01 - SupportoBullo1 : SupportoVittima3 stai zitta"
B_1,129,"‎24 / 04 / 18 , 21 : 01 - SupportoVittima3 : E poi sarebbe SupportoVittima2 che non sa scrivere &#128514; ma stai lì"
B_1,130,"‎24 / 04 / 18 , 21 : 02 - SupportoVittima2 : &#128514; &#128514;"
B_1,131,"‎24 / 04 / 18 , 21 : 02 - SupportoBullo1 : Cosa ridi"
B_1,132,"‎24 / 04 / 18 , 21 : 02 - SupportoBullo1 : SupportoVittima2 stai zitto"
B_1,133,"‎24 / 04 / 18 , 21 : 06 - SupportoVittima2 : &#128169;"
B_1,134,"‎24 / 04 / 18 , 21 : 06 - SupportoBullo1 : Ma tu sei già una &#128169;"
B_1,135,"‎24 / 04 / 18 , 21 : 08 - SupportoVittima3 : Forse ti stai confondendo con te stesso🤭"
B_1,136,"‎24 / 04 / 18 , 21 : 08 - SupportoVittima2 : &#128514; &#128514; &#128514; &#128514;"
B_1,137,"‎24 / 04 / 18 , 21 : 08 - SupportoBullo1 : ti stai sbagliando ti stai sbagliando"
B_1,138,"‎24 / 04 / 18 , 21 : 08 - SupportoVittima2 : Pk lo hai riscritto"
B_1,139,"‎24 / 04 / 18 , 21 : 08 - SupportoVittima2 : Visto ti confondi"
B_1,140,"‎24 / 04 / 18 , 21 : 08 - SupportoBullo1 : L'ho fatto apposta"
B_1,141,"‎24 / 04 / 18 , 21 : 09 - SupportoVittima2 : Si si ci crediamo tutti"
B_1,142,"‎24 / 04 / 18 , 21 : 09 - SupportoBullo2 : Cmq Vittima ha sbagliato non erano affari suoi e voi lo difendete pure ? ! !"
B_1,143,"‎24 / 04 / 18 , 21 : 09 - SupportoBullo1 : L'ho scritto apposta così il tuo fidanzatino lo capirà"
B_1,144,"‎24 / 04 / 18 , 21 : 10 - SupportoVittima2 : Si pk magari non si offende"
B_1,145,"‎24 / 04 / 18 , 21 : 10 - SupportoVittima2 : In nessun caso"
B_1,146,"‎24 / 04 / 18 , 21 : 10 - SupportoVittima2 : E se ci foste voi al suo posto"
B_1,147,"‎24 / 04 / 18 , 21 : 10 - SupportoVittima2 : ? ?"
B_1,148,"‎24 / 04 / 18 , 21 : 14 - SupportoBullo2 : Io non avrei fatto la spia e non mi sarei intromessa"
B_1,149,"‎24 / 04 / 18 , 21 : 14 - SupportoBullo2 : Se l'é cercata"
B_1,150,"‎24 / 04 / 18 , 21 : 14 - SupportoVittima3 : ZITTA"
B_1,151,"‎24 / 04 / 18 , 21 : 14 - SupportoVittima2 : SI ZITTA"
B_1,152,"‎24 / 04 / 18 , 21 : 14 - SupportoVittima2 : lui ha fatto solo bene"
B_1,153,"‎24 / 04 / 18 , 21 : 15 - SupportoBullo2 : Wow copi ancora le battute che originalità"
B_1,154,"‎24 / 04 / 18 , 21 : 15 - SupportoBullo2 : Sisi intanto però nella &#128169; ci siamo noi e non lui o voi !"
B_1,155,"‎24 / 04 / 18 , 21 : 16 - SupportoVittima2 : Parla lei , che ha il cervello piú piccolo di una noce . Anzi non ce lo hai manco"
B_1,156,"‎24 / 04 / 18 , 21 : 17 - SupportoBullo1 : SupportoBullo2 ti fai trattare cosi"
B_1,157,"‎24 / 04 / 18 , 21 : 17 - SupportoBullo2 : Ah sì ? Non so vogliamo parlare di te ? ! Che se una persona ti dice qualcosa rimbalza nella tua testa vuota per 3 settimane . . ."
B_1,158,"‎24 / 04 / 18 , 21 : 18 - SupportoBullo2 : Nono ti pare"
B_1,159,"‎24 / 04 / 18 , 21 : 18 - SupportoBullo2 : Poi da lei . ."
B_1,160,"‎24 / 04 / 18 , 21 : 18 - SupportoBullo2 : Scusa a chi parli ?"
B_1,161,"‎24 / 04 / 18 , 21 : 19 - SupportoBullo1 : Scusa o sbagliato"
B_1,162,"‎24 / 04 / 18 , 21 : 19 - SupportoVittima2 : Parla lui poi"
B_1,163,"‎24 / 04 / 18 , 21 : 19 - SupportoBullo1 : Hai rotto"
B_1,164,"‎24 / 04 / 18 , 21 : 20 - SupportoBullo1 : Testa vuota"
B_1,165,"‎24 / 04 / 18 , 21 : 20 - SupportoVittima2 : Tu caso mai"
B_1,166,"‎24 / 04 / 18 , 21 : 20 - SupportoVittima2 : Nella tua testa vuota gira solo l'invidia"
B_1,167,"‎24 / 04 / 18 , 21 : 20 - SupportoVittima2 : Solo pk lui è inteligente e tu no"
B_1,168,"‎24 / 04 / 18 , 21 : 20 - SupportoVittima2 : &#128514;"
B_1,169,"‎24 / 04 / 18 , 21 : 21 - SupportoBullo1 : Parla la più magra della classe &#128578;"
B_1,170,"‎24 / 04 / 18 , 21 : 21 - SupportoVittima2 : O che vuoi dire"
B_1,171,"‎24 / 04 / 18 , 21 : 21 - SupportoVittima2 : Che centra"
B_1,172,"‎24 / 04 / 18 , 21 : 21 - SupportoBullo1 : &#128512;"
B_1,173,"‎24 / 04 / 18 , 21 : 21 - SupportoVittima2 : Buon per me se sono mahra"
B_1,174,"‎24 / 04 / 18 , 21 : 21 - SupportoVittima2 : Magra*"
B_1,175,"‎24 / 04 / 18 , 21 : 21 - SupportoBullo1 : Ho sai scrivere"
B_1,176,"‎24 / 04 / 18 , 21 : 22 - SupportoVittima2 : Parla dinuovo lui"
B_1,177,"‎24 / 04 / 18 , 21 : 22 - SupportoBullo1 : Che voto hai in Italiano Non sufficiente"
B_1,178,"‎24 / 04 / 18 , 21 : 23 - SupportoVittima2 : Sicuramente piú di te"
B_1,179,"‎24 / 04 / 18 , 21 : 23 - SupportoBullo1 : Almeno prendo voti più alti"
B_1,180,"‎24 / 04 / 18 , 21 : 24 - SupportoBullo1 : Scusate Vittima che fine a fatto"
B_1,181,"‎24 / 04 / 18 , 21 : 24 - SupportoVittima2 : Ahah ma fammi il piacere , tu che peendi voti migliori dei miei . FAMMI IL PIACERE"
B_1,182,"‎24 / 04 / 18 , 21 : 24 - SupportoBullo1 : Non a scritto più niente"
B_1,183,"‎24 / 04 / 18 , 21 : 28 - SupportoBullo2 : Sarà sicuramente andato a spifferare tutto ai suoi genitori lamentandosi come un bambino viziato"
B_1,184,"‎25 / 04 / 18 , 09 : 53 - Bullo1 : Infatti è un gatto aggrappato alle palle &#128514; &#128514; &#129299; &#129299;"
B_1,185,"‎25 / 04 / 18 , 09 : 53 - SupportoBullo1 : Ai perfettamente ragione"
B_1,186,"‎25 / 04 / 18 , 09 : 53 - Bullo1 : &#128514; &#128514;"
B_1,187,"‎25 / 04 / 18 , 09 : 53 - SupportoVittima2 : Non è vero"
B_1,188,"‎25 / 04 / 18 , 09 : 54 - SupportoBullo1 : Ma stai li"
B_1,189,"‎25 / 04 / 18 , 09 : 54 - SupportoVittima2 : Ividia . . . invidia"
B_1,190,"‎25 / 04 / 18 , 09 : 54 - SupportoBullo1 : Ma cosa dici"
B_1,191,"‎25 / 04 / 18 , 09 : 54 - SupportoVittima2 : Invidia"
B_1,192,"‎25 / 04 / 18 , 09 : 54 - SupportoBullo1 : Non è vero"
B_1,193,"‎25 / 04 / 18 , 09 : 55 - Bullo1 : Ma stai zitta . . . ."
B_1,194,"‎25 / 04 / 18 , 09 : 55 - SupportoBullo1 : Grande"
B_1,195,"‎25 / 04 / 18 , 09 : 55 - SupportoVittima2 : Ma stai zitto tu"
B_1,196,"‎25 / 04 / 18 , 09 : 56 - SupportoBullo1 : Tu devi stare zitta"
B_1,197,"‎25 / 04 / 18 , 09 : 56 - SupportoBullo2 : Wow e Vittima dove é andato a finire ? Si lascia difendere da voi , ma intanto non scrive pk se la fa sotto dalla paura"
B_1,198,"‎25 / 04 / 18 , 09 : 57 - SupportoBullo1 : Si"
B_1,199,"‎25 / 04 / 18 , 09 : 57 - SupportoBullo1 : Infatti"
B_1,200,"‎25 / 04 / 18 , 09 : 59 - SupportoBullo1 : SupportoVittima2 ma cosa aiuti uno spione , che forse un giorno ti potrà fare la spia"
B_1,201,"‎25 / 04 / 18 , 09 : 59 - SupportoVittima2 : No non lo farà mai io mi fido di lui e lo conosco molto bene"
B_1,202,"‎25 / 04 / 18 , 10 : 00 - SupportoVittima2 : Non farebbe mai qualcosa ai suoi amici"
B_1,203,"‎25 / 04 / 18 , 10 : 00 - SupportoBullo1 : Ma se a fatto la spia ai suoi compagni di classe"
B_1,204,"‎25 / 04 / 18 , 10 : 00 - SupportoVittima2 : Si pk lo prendevate in giro"
B_1,205,"‎25 / 04 / 18 , 10 : 01 - SupportoBullo1 : Anche tu"
B_1,206,"‎25 / 04 / 18 , 10 : 01 - SupportoVittima2 : Io . . . . mai"
B_1,207,"‎25 / 04 / 18 , 10 : 01 - SupportoBullo1 : Si , lo prendevi in giro"
B_1,208,"‎25 / 04 / 18 , 10 : 01 - SupportoVittima2 : Ma valà"
B_1,209,"‎25 / 04 / 18 , 10 : 02 - SupportoBullo1 : L' anno scorso"
B_1,210,"‎25 / 04 / 18 , 10 : 02 - SupportoVittima2 : &#128514;certo certo"
B_1,211,"‎25 / 04 / 18 , 10 : 02 - SupportoBullo1 : Ma vai a ridere da un'altra parte"
B_1,212,"‎25 / 04 / 18 , 10 : 03 - SupportoBullo2 : Ah si lo conosci molto bene ? Allora pk in classe nessuno lo considera e adesso vi mettete in testa che sia uno dei vostri migliori amici ? ! Facendo così vi sentite più forti ? Più caritatevoli ? Ricordate però che state difendendo una persona che ha fatto la spia su una cazzata che non gli riguardava , quindi state attenti pk quella è la sua vera natura"
B_1,213,"‎25 / 04 / 18 , 10 : 03 - SupportoBullo1 : Inffati"
B_1,214,"‎25 / 04 / 18 , 10 : 29 - SupportoBullo1 : SupportoVittima2 lo sai che Vittima e andato a spifferare che tu prendi brutti voti in inglese"
B_1,215,"‎25 / 04 / 18 , 10 : 39 - Vittima : Io non ho fatto la spia , ho solo detto la verità alla prof perché non mi sembra il caso di portare le sigarette a scuola"
B_1,216,"‎25 / 04 / 18 , 10 : 39 - Vittima : Tutto qua"
B_1,217,"‎25 / 04 / 18 , 10 : 39 - SupportoBullo1 : Ma stai zitto"
B_1,218,"‎25 / 04 / 18 , 10 : 39 - Vittima : I vostri insulti mi fanno male , ma tanto l'anno prossimo non ci vediamo"
B_1,219,"‎25 / 04 / 18 , 10 : 40 - SupportoVittima2 : Beato tu che non gli vedi"
B_1,220,"‎25 / 04 / 18 , 10 : 40 - SupportoBullo1 : Stai zitto"
B_1,221,"‎25 / 04 / 18 , 10 : 40 - SupportoVittima2 : Tu ti stai sfogando"
B_1,222,"‎25 / 04 / 18 , 10 : 40 - SupportoVittima2 : &#128514;"
B_1,223,"‎25 / 04 / 18 , 10 : 40 - SupportoBullo1 : Cosa ridi"
B_1,224,"‎25 / 04 / 18 , 10 : 41 - SupportoBullo1 : Ma chi te la chiesto"
B_1,225,"‎25 / 04 / 18 , 10 : 41 - SupportoVittima2 : Ooooo non mi deve dire tu quando ridere"
B_1,226,"‎25 / 04 / 18 , 10 : 42 - SupportoBullo1 : Ma stai zitta"
B_1,227,"‎25 / 04 / 18 , 10 : 43 - SupportoBullo1 : Ma stai zitta mister ( Non sufficiente )"
B_1,228,"‎25 / 04 / 18 , 10 : 53 - SupportoBullo2 : Non sono affari tuoi , dovevi stare zitto , a te cosa ti cambia se portiamo le sigarette ? ! Forse sei solo invidioso pk noi siamo popolari e tu no , e quindi ci metti nei guai solo per questo , pk ti senti escluso e cmq c'era anche una sigaretta per te se volevi"
B_1,229,"‎26 / 04 / 18 , 15 : 40 - SupportoVittima2 : Be se voi non fumavate non succedeva nulla"
B_1,230,"‎26 / 04 / 18 , 16 : 03 - SupportoVittima1 : Già , fumare fa male alla salute e a scuola poi . . . Bravo Vittima , speriamo che lo capiscano che hai fatto la cosa giusta"
B_1,231,"‎26 / 04 / 18 , 16 : 03 - SupportoVittima2 : Già"
B_1,232,"‎26 / 04 / 18 , 16 : 35 - Vittima : Grazie mille , siete dei veri amici"
B_1,233,"‎26 / 04 / 18 , 16 : 36 - SupportoVittima2 : Grazie"
B_1,234,"‎26 / 04 / 18 , 16 : 36 - SupportoVittima2 : Non ascolatre quei bulli sono solo invidiosi"
B_1,235,"‎26 / 04 / 18 , 16 : 40 - SupportoBullo2 : Non cara mia non ha fatto la cosa giusta sai ? ! Se facesse la spia per una cosa che hai fatto tu saresti contenta ? ! Non penso proprio"
B_1,236,"‎26 / 04 / 18 , 16 : 40 - SupportoBullo2 : Mica abbiamo fumata le abbiamo solo portate tu che ne sai !"
B_1,237,"‎26 / 04 / 18 , 16 : 41 - SupportoBullo2 : Ma di chi ? ! Di quello là ? ! Ma fammi il favore che non me ne faccio niente di uno sfigato come lui !"
B_1,238,"‎26 / 04 / 18 , 18 : 37 - SupportoBullo1 : Già"
B_2,0,"‎24 / 04 / 18 , 17 : 12 - Bullo1 : Bravo"
B_2,1,"‎24 / 04 / 18 , 17 : 12 - Bullo1 : ! ! !"
B_2,2,"‎24 / 04 / 18 , 17 : 12 - Bullo1 : Sai sei bravissimo ad fare la spia"
B_2,3,"‎24 / 04 / 18 , 17 : 12 - SupportoBullo2 : Esatto spione !"
B_2,4,"‎24 / 04 / 18 , 17 : 13 - SupportoVittima1 : Senti ha fatto bene a dire tutto alla prof"
B_2,5,"‎24 / 04 / 18 , 17 : 13 - SupportoVittima1 : Non si fuma !"
B_2,6,"‎24 / 04 / 18 , 17 : 13 - Bullo1 : Ok ma sono affari nostri"
