File,SentenceNumber,Sentence
D_1,56,"‎27 / 04 / 18 , 14 : 15 - SupportoVittima2 : State zitte sfigate"
D_1,57,"‎27 / 04 / 18 , 14 : 15 - SupportoBullo1 : Haha mi hai preceduta &#128514;"
D_1,58,"‎27 / 04 / 18 , 14 : 15 - Bullo1 : &#128514;"
D_1,59,"‎27 / 04 / 18 , 14 : 16 - Bullo2 : beh il concetto è quello"
D_1,60,"‎27 / 04 / 18 , 14 : 16 - SupportoBullo1 : Oo ma tu che vuoi ? ! !"
D_1,61,"‎27 / 04 / 18 , 14 : 16 - SupportoBullo1 : Cerchi le botte come il tuo amico ? !"
D_1,62,"‎27 / 04 / 18 , 14 : 17 - Bullo1 : Appena incontro Vittima lo riempio di botte"
D_1,63,"‎27 / 04 / 18 , 14 : 17 - SupportoBullo2 : O SupportoVittima2 doma ti pesto"
D_1,64,"‎27 / 04 / 18 , 14 : 17 - Vittima : ma che ho fatto di male ?"
D_1,65,"‎27 / 04 / 18 , 14 : 17 - SupportoVittima2 : Avete rotto lesbiche"
D_1,66,"‎27 / 04 / 18 , 14 : 17 - Bullo1 : SupportoVittima2 non iniziare"
D_1,67,"‎27 / 04 / 18 , 14 : 17 - SupportoVittima2 : Comunque non c'è scuola"
D_1,68,"‎27 / 04 / 18 , 14 : 17 - Bullo2 : hai ballato come una mucca"
D_1,69,"‎27 / 04 / 18 , 14 : 17 - Bullo1 : Lesbiche a chi"
D_1,70,"‎27 / 04 / 18 , 14 : 18 - Bullo2 : credendoti figo"
D_1,71,"‎27 / 04 / 18 , 14 : 18 - Vittima : Io non mi credo figo"
D_1,72,"‎27 / 04 / 18 , 14 : 18 - Vittima : mi piace solo ballare"
D_1,73,"‎27 / 04 / 18 , 14 : 19 - Bullo1 : &#128004; &#128004; &#128004; &#128004;"
D_1,74,"‎27 / 04 / 18 , 14 : 19 - Bullo1 : Ecco cosa sei"
D_1,75,"‎27 / 04 / 18 , 14 : 19 - Bullo2 : ahahah ahahhahaha"
D_1,76,"‎27 / 04 / 18 , 14 : 20 - SupportoBullo2 : &#128018;eccoti Vittima"
D_1,77,"‎27 / 04 / 18 , 14 : 20 - Bullo1 : No è la &#128169; di una &#128004;"
D_1,78,"‎27 / 04 / 18 , 14 : 20 - Vittima : grandi , siete meravigliosi compagni di classe"
D_1,79,"‎27 / 04 / 18 , 14 : 20 - Vittima : proprio carini e simpatici"
D_1,80,"‎27 / 04 / 18 , 14 : 21 - SupportoBullo2 : Grazie grazie"
D_1,81,"‎27 / 04 / 18 , 14 : 21 - SupportoBullo1 : Beh balli male e sei uno sfigato quindi"
D_1,82,"‎27 / 04 / 18 , 14 : 22 - Bullo2 : cambia classe allora che nessuno ti vuole"
D_1,83,"‎27 / 04 / 18 , 14 : 22 - SupportoBullo1 : Più carini di te di sicuro"
D_1,84,"‎27 / 04 / 18 , 14 : 22 - Vittima : mica tanto"
D_1,85,"‎27 / 04 / 18 , 14 : 23 - SupportoBullo1 : Ma ti sei visto ballare ? ? !"
D_1,86,"‎27 / 04 / 18 , 14 : 23 - Bullo1 : No aspe non solo balla"
D_1,87,"‎27 / 04 / 18 , 14 : 23 - Bullo1 : Si è mai visto allo specchio"
D_1,88,"‎27 / 04 / 18 , 14 : 24 - SupportoBullo1 : No di certo pk si rompono tutti appena si prova a specchiare"
D_1,89,"‎27 / 04 / 18 , 14 : 24 - Bullo1 : Ballare"
D_1,90,"‎27 / 04 / 18 , 14 : 24 - Bullo1 : &#128514;"
D_1,91,"‎27 / 04 / 18 , 14 : 24 - Bullo1 : Giaaa"
D_1,92,"‎27 / 04 / 18 , 14 : 25 - Vittima : Tutta iinvidia"
D_1,93,"‎27 / 04 / 18 , 14 : 25 - Bullo1 : Noi invidiosi di te"
D_1,94,"‎27 / 04 / 18 , 14 : 25 - Bullo1 : Ahhahahah"
D_1,95,"‎27 / 04 / 18 , 14 : 25 - Bullo1 : Ma valá"
D_1,96,"‎27 / 04 / 18 , 14 : 25 - SupportoBullo1 : Ovvio ahah"
D_1,97,"‎27 / 04 / 18 , 14 : 25 - SupportoBullo1 : Di uno sfigato come lui poi"
D_1,98,"‎27 / 04 / 18 , 14 : 26 - Bullo1 : Guarda stiamo morendo dall'invidia sai"
D_1,99,"‎27 / 04 / 18 , 14 : 26 - Bullo1 : A vederti morirebbero tutti"
D_1,100,"‎27 / 04 / 18 , 14 : 26 - Bullo1 : Oddio a leggere i tuoi messaggi mi sto sentendo male"
D_1,101,"‎27 / 04 / 18 , 14 : 27 - Vittima : Guarda che su musically uno può fare i video anche per scherzo"
D_1,102,"‎27 / 04 / 18 , 14 : 26 - Bullo1 : Voi raga ?"
D_1,103,"‎27 / 04 / 18 , 14 : 27 - Bullo1 : &#129314; &#129314; &#129314; &#129314;"
D_1,104,"‎27 / 04 / 18 , 14 : 27 - Vittima : Magari stavo scherzando"
D_1,105,"‎27 / 04 / 18 , 14 : 28 - SupportoBullo1 : Oddio non sai nemmeno come si scrive sfigato , musica . ly si scrive &#128580;"
D_1,106,"‎27 / 04 / 18 , 14 : 29 - Bullo1 : 🤮🤮🤮🤮🤮🤮"
D_1,107,"‎27 / 04 / 18 , 14 : 49 - Bullo2 : per te no di sicuro"
D_1,108,"‎27 / 04 / 18 , 15 : 12 - Vittima : Era per abbreviare"
D_1,109,"‎27 / 04 / 18 , 15 : 12 - Vittima : Ma perché mi volete male ?"
D_1,110,"‎27 / 04 / 18 , 15 : 12 - Vittima : Che vi ho fatto ?"
D_1,111,"‎27 / 04 / 18 , 15 : 13 - Bullo2 : perché sei uno sfigato di merda"
D_1,112,"‎27 / 04 / 18 , 15 : 13 - Vittima : non è vero"
D_1,113,"‎27 / 04 / 18 , 15 : 13 - Vittima : Lo dico alla prof"
D_1,114,"‎27 / 04 / 18 , 17 : 23 - SupportoBullo1 : Uuuuhh adesso fa dalla prof a lamentarsi e a dire che i compagni lo prendono in giro ! Ma fammi il favore bocia di merda , che non sai fare altro che lamentarti"
D_1,115,"‎27 / 04 / 18 , 17 : 25 - Vittima : ma che volete ! ! ! ! io ho fatto solo un video su un social e l'ho messo su per meeeeee"
D_1,116,"‎27 / 04 / 18 , 17 : 25 - Vittima : &#128545; &#128545; &#128545; &#128545;"
D_1,117,"‎27 / 04 / 18 , 17 : 26 - SupportoBullo1 : E allora ? ! Se balli come un elefante incinto noi non possiamo farci niente logico che se lo pubblichi anche le offese capisci che te le pigli per un motivo"
D_1,118,"‎27 / 04 / 18 , 17 : 28 - Vittima : ma non dovete vederlo per forza"
D_1,119,"‎27 / 04 / 18 , 17 : 29 - Vittima : nessuno vi costringe"
D_1,120,"‎27 / 04 / 18 , 17 : 29 - Vittima : siete voi che mi venite sempre a rompere"
D_1,121,"‎27 / 04 / 18 , 17 : 37 - SupportoBullo1 : Era lì cosa dovevamo fare ?"
D_1,122,"‎27 / 04 / 18 , 17 : 37 - Vittima : era lì . . . no ! l'avete cercato per offendermi"
D_1,123,"‎27 / 04 / 18 , 17 : 37 - Vittima : come fate sempre"
D_1,124,"‎27 / 04 / 18 , 17 : 38 - SupportoBullo1 : Ma se era sulla pagina home che cavolo dovevamo fare ! Se poi tu ti muovi come un elefante é un altro discorso"
D_1,125,"‎27 / 04 / 18 , 17 : 40 - Vittima : &#129317; &#129317; &#129317;"
D_1,126,"‎27 / 04 / 18 , 17 : 40 - SupportoVittima2 : Non va bene così"
D_1,127,"‎27 / 04 / 18 , 17 : 40 - SupportoVittima2 : Hai veramente ragione"
D_1,128,"‎27 / 04 / 18 , 17 : 41 - Vittima : grazie , sei un amico : )"
D_1,129,"‎27 / 04 / 18 , 17 : 41 - SupportoVittima2 : Grazie anche a tè"
D_1,130,"‎27 / 04 / 18 , 17 : 42 - SupportoBullo1 : Ma che amico , dai che li fa solo pk si sente in colpa siccome nessuno ti caga"
D_1,131,"‎27 / 04 / 18 , 17 : 42 - SupportoVittima2 : Come te"
D_1,132,"‎27 / 04 / 18 , 17 : 42 - SupportoVittima2 : Nessuno ti sta simpatico"
D_1,133,"‎27 / 04 / 18 , 17 : 42 - Vittima : non è vero , lui almeno non mi ha offeso per il video"
D_1,134,"‎27 / 04 / 18 , 17 : 42 - Vittima : solo voi mi offendete"
D_1,135,"‎27 / 04 / 18 , 17 : 43 - SupportoVittima2 : Ecco siete dei cattivi bulli"
D_1,136,"‎27 / 04 / 18 , 17 : 44 - Vittima : vero"
D_1,137,"‎27 / 04 / 18 , 17 : 44 - SupportoVittima2 : Ecco"
D_1,138,"‎27 / 04 / 18 , 17 : 45 - SupportoVittima2 : Non sapete dire altro"
D_1,139,"‎27 / 04 / 18 , 17 : 46 - SupportoBullo1 : Wow ok io mi metto nei *PAGNI* degli altri però prima spiegami che cosa sono"
D_1,140,"‎27 / 04 / 18 , 17 : 46 - SupportoVittima2 : Vittima hai visto che sente stanno zitti , perché abbiamo ragione noi"
D_1,141,"‎27 / 04 / 18 , 17 : 46 - SupportoBullo1 : Sente ?"
D_1,142,"‎27 / 04 / 18 , 17 : 46 - SupportoVittima2 : Tu stanne fuori"
D_1,143,"‎27 / 04 / 18 , 17 : 47 - SupportoVittima2 : Sai solo offendere , bulla"
D_1,144,"‎27 / 04 / 18 , 17 : 50 - SupportoVittima2 : Wow che silenzio , site solo dei fifoni che non siete altro"
D_1,145,"‎27 / 04 / 18 , 17 : 51 - SupportoBullo1 : Ommioddio nessuno sta parlando pk stiamo scrivendo quindi . . . ."
D_1,146,"‎27 / 04 / 18 , 17 : 52 - SupportoVittima2 : È adesso ti metti a scrivere"
D_1,147,"‎27 / 04 / 18 , 17 : 52 - SupportoVittima2 : Scusa credo che hai il telefono ritardato"
D_1,148,"‎27 / 04 / 18 , 17 : 53 - SupportoVittima2 : Stai scrivendo solo tu"
D_1,149,"‎27 / 04 / 18 , 17 : 54 - SupportoVittima2 : Vedo che l'italiano manca qua"
D_1,150,"‎27 / 04 / 18 , 17 : 55 - SupportoBullo1 : C'è mi copi le battute ma che degrado"
D_1,151,"‎27 / 04 / 18 , 17 : 56 - SupportoBullo1 : Si ma tu stai parlando o scrivendo ? ! E gli altri ? Questa é una chat"
D_1,152,"‎27 / 04 / 18 , 17 : 56 - SupportoVittima2 : Ma stai li , io non le copio"
D_1,153,"‎27 / 04 / 18 , 17 : 56 - SupportoBullo1 : Ah no ? !"
D_1,154,"‎27 / 04 / 18 , 17 : 56 - SupportoBullo1 : Se proprio come il tuo amico"
D_1,155,"‎27 / 04 / 18 , 17 : 57 - SupportoVittima2 : Ma stai zitta"
D_1,156,"‎27 / 04 / 18 , 17 : 57 - SupportoBullo1 : Io non sto mica parlando eh"
D_1,157,"‎27 / 04 / 18 , 17 : 57 - SupportoBullo1 : Io sto scrivendo se non te ne accorgi"
D_1,158,"‎27 / 04 / 18 , 17 : 57 - SupportoVittima2 : Ma stai scrivendo"
D_1,159,"‎27 / 04 / 18 , 17 : 58 - SupportoBullo1 : Appunto"
D_1,160,"‎27 / 04 / 18 , 17 : 58 - SupportoVittima2 : È allora"
D_1,161,"‎27 / 04 / 18 , 17 : 58 - SupportoBullo1 : Allora non sto parlando genio !"
D_1,162,"‎27 / 04 / 18 , 17 : 59 - SupportoVittima2 : È che vuole dire , i messaggi arrivano lo stesso"
D_1,163,"‎27 / 04 / 18 , 17 : 59 - SupportoVittima2 : Tanto le persone li leggono"
D_1,164,"‎27 / 04 / 18 , 18 : 01 - SupportoBullo1 : Si ma non parlano ! ! ! ! E se si io nel frattempo non sto parlando"
D_1,165,"‎27 / 04 / 18 , 18 : 01 - SupportoVittima2 : Non sai fare altro , invece che bullizzare le persone o prenderle in giro"
D_1,166,"‎27 / 04 / 18 , 18 : 02 - SupportoVittima2 : Fatti un' esame di coscienza"
D_1,167,"‎27 / 04 / 18 , 18 : 03 - SupportoVittima2 : Non sai più cosa scrivere"
D_1,168,"‎27 / 04 / 18 , 18 : 03 - SupportoVittima2 : Ti si sono finite le frasi"
D_1,169,"‎27 / 04 / 18 , 18 : 04 - SupportoBullo1 : Ma non sai fare altro che prendere le frasi degli altri ? !"
D_1,170,"‎27 / 04 / 18 , 18 : 04 - SupportoBullo1 : Tu non le hai mai avute quindi . ."
D_1,171,"‎27 / 04 / 18 , 18 : 05 - SupportoVittima2 : Ma guarda chi prende le parole da chi"
D_1,172,"‎27 / 04 / 18 , 18 : 06 - SupportoVittima2 : È vedi chi prende le parole"
D_1,173,"‎27 / 04 / 18 , 18 : 07 - SupportoBullo1 : Senti sei capace di scrivere una cosa con un qualche significato capibile oppure dobbiamo aspettare ancora molto"
D_1,174,"‎27 / 04 / 18 , 18 : 08 - SupportoVittima2 : Tu prima di parlare pensa che cosa devi scrivere , o forse Non sai scrivere perché a scuola Non seguì alle lezioni è sai fare la bulla"
D_1,175,"‎27 / 04 / 18 , 18 : 09 - SupportoVittima2 : È se continui ti sospenderanno perché continui a prendere in giro Vittima"
D_1,176,"‎27 / 04 / 18 , 18 : 10 - SupportoBullo1 : Ma gli affari tuoi mai no ? !"
D_1,177,"‎27 / 04 / 18 , 18 : 10 - SupportoVittima2 : Si , qualche problema"
D_1,178,"‎27 / 04 / 18 , 18 : 10 - SupportoBullo1 : Eh ? ? ? Ripeto , cela fai a scrivere qualcosa con un senso ?"
D_1,179,"‎27 / 04 / 18 , 18 : 11 - SupportoBullo1 : Si molti uno dei miei problemi sei tu !"
D_1,180,"‎27 / 04 / 18 , 18 : 11 - SupportoVittima2 : Si"
D_1,181,"‎27 / 04 / 18 , 18 : 11 - SupportoVittima2 : Tu no"
D_1,182,"‎27 / 04 / 18 , 18 : 11 - SupportoVittima2 : Mi dispiace perché non sai leggere"
D_1,183,"‎27 / 04 / 18 , 18 : 11 - SupportoBullo1 : &#128514; &#128514; &#128514;"
D_1,184,"‎27 / 04 / 18 , 18 : 12 - SupportoVittima2 : Ridi quanto vuoi"
D_1,185,"‎27 / 04 / 18 , 18 : 12 - SupportoBullo1 : Se non sapessi leggere non avrei letto ciò che hai scritto"
D_1,186,"‎27 / 04 / 18 , 18 : 12 - SupportoBullo1 : &#128580; &#128580;"
D_1,187,"‎27 / 04 / 18 , 18 : 13 - SupportoVittima2 : Tu presti il tuo telefono a qualcuno che sappi scrivere e anche leggere"
D_1,188,"‎27 / 04 / 18 , 18 : 13 - SupportoVittima2 : Tanto si vede"
D_1,189,"‎27 / 04 / 18 , 18 : 14 - SupportoBullo1 : Si come no dai ma fammi il favore che hai anche sbagliato il verbo"
D_1,190,"‎27 / 04 / 18 , 18 : 14 - SupportoBullo1 : Se vuoi ti presto un dizionario"
D_1,191,"‎27 / 04 / 18 , 18 : 14 - SupportoVittima2 : No Non mi serve"
D_1,192,"‎27 / 04 / 18 , 18 : 15 - SupportoBullo1 : Ne siamo sicuri ? !"
D_1,193,"‎27 / 04 / 18 , 18 : 15 - SupportoVittima2 : Si"
D_1,194,"‎27 / 04 / 18 , 18 : 15 - SupportoVittima2 : Sono affari tuoi"
D_2,0,"‎27 / 04 / 18 , 14 : 09 - SupportoBullo2 : Come sei bravo a ballare Vittima ! Ahaha"
D_2,1,"‎27 / 04 / 18 , 14 : 09 - SupportoBullo1 : Già"
D_2,2,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo1 : Fai schifo ciccione !"
D_2,3,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo2 : Ahah mi fai ridere"
D_2,4,"‎27 / 04 / 18 , 14 : 10 - Bullo1 : Ballerino provetto vai ad amici sicuramente ti prenderanno hahahahhahahaa"
D_2,5,"‎27 / 04 / 18 , 14 : 10 - SupportoBullo2 : Neanche sai fare una corsa ! Perché ti metti a ballare ? ?"
D_2,6,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Poi i tuoi musical . ly hahahahag"
D_2,7,"‎27 / 04 / 18 , 14 : 11 - SupportoBullo2 : È già tanto se è riuscito a scaricarsi musical . ly ahahaha"
D_2,8,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Impara prima di fare le cose che fai più bella figura"
D_2,9,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Già hahahhaha"
D_2,10,"‎27 / 04 / 18 , 14 : 11 - SupportoBullo1 : È abbastanza preoccupante che non sappia fare nemmeno una capriola hahaha"
D_2,11,"‎27 / 04 / 18 , 14 : 11 - Bullo1 : Già"
D_2,12,"‎27 / 04 / 18 , 14 : 11 - SupportoBullo2 : Che poi è una canzone orrenda !"
D_2,13,"‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : Non la conosce nessuno"
D_2,14,"‎27 / 04 / 18 , 14 : 12 - Bullo1 : Come lui !"
D_2,15,"‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : Ahahah giaa"
D_2,16,"‎27 / 04 / 18 , 14 : 12 - Bullo1 : Anni 90 hahahahaha"
D_2,17,"‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : Ahahahah"
D_2,18,"‎27 / 04 / 18 , 14 : 12 - SupportoBullo2 : Rido"
D_2,19,"‎27 / 04 / 18 , 14 : 13 - SupportoBullo1 : Quanto mangia quello al giorno hahaha"
D_2,20,"‎27 / 04 / 18 , 14 : 13 - SupportoBullo1 : Che quando va al Mc Donald lo svuota hahah"
D_2,21,"‎27 / 04 / 18 , 14 : 13 - SupportoBullo2 : Quanto mi fa ridere quello scemo ! Ahahahah"
D_2,22,"‎27 / 04 / 18 , 14 : 13 - SupportoBullo2 : Non so ahaha"
D_2,23,"‎27 / 04 / 18 , 14 : 13 - SupportoBullo2 : Oddio ahaha"
D_2,24,"‎27 / 04 / 18 , 14 : 14 - SupportoBullo2 : Ahahah veroo"
D_2,25,"‎27 / 04 / 18 , 14 : 14 - Bullo1 : Dovrebbe essere segnalato quel musical . ly da quanto è brutto hahahaha"
D_2,26,"‎27 / 04 / 18 , 14 : 14 - SupportoBullo2 : Esatto ahah"
D_2,27,"‎27 / 04 / 18 , 14 : 14 - Bullo1 : Hahahahah"
D_2,28,"‎27 / 04 / 18 , 14 : 15 - Vittima : Certo che proprio non avete nulla da fare se state tutto il giorno a guardare quello che fanno gli altri . . ."
D_2,29,"‎27 / 04 / 18 , 14 : 16 - Bullo1 : E tu dovresti imparare a fare le cose prima di postarle"
D_2,30,"‎27 / 04 / 18 , 14 : 16 - SupportoBullo2 : Stai zitto ahahah . Balli peggio di un elefantee"
D_2,31,"‎27 / 04 / 18 , 14 : 16 - Bullo1 : Ti ho chiesto di parlare ?"
D_2,32,"‎27 / 04 / 18 , 14 : 16 - SupportoBullo2 : Esatto ahah"
D_2,33,"‎27 / 04 / 18 , 14 : 16 - Bullo1 : Zitto elefante"
D_2,34,"‎27 / 04 / 18 , 14 : 17 - SupportoBullo2 : Ahahah"
D_2,35,"‎27 / 04 / 18 , 14 : 17 - SupportoBullo2 : Che ridere"
D_2,36,"‎27 / 04 / 18 , 14 : 35 - SupportoVittima1 : Lasciatelo stare povero !"
D_2,37,"‎27 / 04 / 18 , 14 : 35 - Bullo1 : Ma tu che vuoi ?"
D_2,38,"‎27 / 04 / 18 , 14 : 35 - Bullo1 : Ti ho chiesto di parlare ?"
D_2,39,"‎27 / 04 / 18 , 14 : 35 - SupportoVittima1 : Voglio che lo lasciate stare"
D_2,40,"‎27 / 04 / 18 , 14 : 35 - SupportoBullo2 : Chi ti ha chiesto qualcosa ? ?"
D_2,41,"‎27 / 04 / 18 , 14 : 36 - Bullo1 : Tu puoi insegnargli a fare i musical . ly e a fare ginnastica ."
D_2,42,"‎27 / 04 / 18 , 14 : 36 -Bullo1:  Forse servi a qualcosa"
D_2,43,"‎27 / 04 / 18 , 14 : 36 - SupportoVittima1 : No e io parlo quando voglio"
D_2,44,"‎27 / 04 / 18 , 14 : 37 - Bullo1 : Allora cosa parli ?"
D_2,45,"‎27 / 04 / 18 , 14 : 37 - SupportoVittima1 : State zitti io sto solo dicendo di lasciarlo stare"
D_2,46,"‎27 / 04 / 18 , 14 : 38 - Bullo1 : Zitto lo dici a tuo fratello"
D_2,47,"‎27 / 04 / 18 , 14 : 39 - Bullo1 : Non lo lasciamo stare ."
D_2,48,"‎27 / 04 / 18 , 14 : 39 - SupportoBullo2 : Ma chiudi la bocca . A me zitta non lo dici"
D_2,49,"‎27 / 04 / 18 , 14 : 40 - SupportoVittima1 : Okay lo farò però lo dico anche a voi bulletti"
D_2,50,"‎27 / 04 / 18 , 14 : 40 - Bullo1 : Ma tua mamma bulletta"
D_2,51,"‎27 / 04 / 18 , 14 : 40 - SupportoVittima1 : Zitto posso dirlo a chi voglio"
D_2,52,"‎27 / 04 / 18 , 14 : 41 - SupportoBullo2 : A me no chiaro ?"
D_2,53,"‎27 / 04 / 18 , 14 : 41 - Bullo1 : A noi*"
D_2,54,"‎27 / 04 / 18 , 14 : 41 - SupportoVittima1 : No non è chiaro 🤪"
D_2,55,"‎27 / 04 / 18 , 14 : 42 - Bullo1 : Sarà meglio che ti sia ben chiaro sennò ti faccio vedere io come ti è ben chiaro"
D_2,56,"‎27 / 04 / 18 , 14 : 42 - Bullo1 : Poi vedremo"
D_2,57,"‎27 / 04 / 18 , 14 : 42 - SupportoVittima1 : Okay vediamo però ancora per una volta lasciate stare Vittima"
D_2,58,"‎27 / 04 / 18 , 14 : 42 - Bullo1 : Più guardi il tuo musical . ly più rido"
D_2,59,"‎27 / 04 / 18 , 14 : 43 - Bullo1 : Non lo lasciamo stare"
D_2,60,"‎27 / 04 / 18 , 14 : 43 - SupportoVittima1 : Invece sì"
D_2,61,"‎27 / 04 / 18 , 14 : 43 - SupportoBullo2 : Pure io ahhha"
D_2,62,"‎27 / 04 / 18 , 14 : 43 - Bullo1 : Chi sei tu per dirmi le cose che devo fare ?"
D_2,63,"‎27 / 04 / 18 , 14 : 43 -Bullo1:  Bambina ."
D_2,64,"‎27 / 04 / 18 , 14 : 44 - Bullo1 : Mi fate solo ridere hahahhahahaha"
D_2,65,"‎27 / 04 / 18 , 14 : 44 - SupportoBullo2 : Già ahahah"
D_2,66,"‎27 / 04 / 18 , 14 : 44 - SupportoVittima1 : Sono SupportoVittima1 se non sai chi sono e poi bambina sei tu che te la prendi con i più deboli . . . LASCIATE STARE Vittima"
D_2,67,"‎27 / 04 / 18 , 14 : 45 - Bullo1 : E tu bamboccio non scrivi più ?"
D_2,68,"‎27 / 04 / 18 , 14 : 45 -Bullo1:  Hai paura ?"
