File,SentenceNumber,Sentence,EntityType,Role,Sarcasm,Non-Offensive
A_1,274,‪SupportoVittima3‬ : A detto che è ad allenamento . . . lo accendi il cervello ogni'tanto ? 🤔,Insult-General_Insult,Bystander_defender,False,False
A_1,279,‪SupportoVittima3‬ : Ti fai i c**** tuoi,Curse_or_Exclusion,Bystander_defender,False,False
A_1,286,"‪SupportoVittima3‬ : Può fare ciò che gli pare e piace e se ti va bene , bene se non ti va bene pazienza , ti tieni la boccaccia chiusa",Defense,Bystander_defender,False,False
A_1,290,‪Bullo2‬ : Vittima è debole,Insult-General_Insult,Harasser,False,False
A_1,292,‪SupportoVittima3‬ : Tu sarai debole,Insult-General_Insult,Bystander_defender,False,False
A_1,299,‪SupportoVittima3‬ : Non ti permettere di parlare a me ed a Vittima in questo modo,Threat_or_Blackmail,Bystander_defender,False,False
A_1,304,‪Bullo2‬ : Non mi puoi dire cosa fare e cosa no,Threat_or_Blackmail,Harasser,False,False
A_1,305,‪SupportoVittima3‬ : E voi non potete offendere in questo modo Vittima che non vi ha fatto niente di male,Defense,Bystander_defender,False,False
A_1,309,‪SupportoBullo1‬ : Se ê uno sfigato,Insult-General_Insult,Bystander_assistant,False,False
A_1,310,‪SupportoVittima3‬ : Perché dovrebbe esserlo ? ?,Defense,Bystander_defender,False,False
A_1,325,‪SupportoVittima3‬ : Vabbe` tanto la figura dello stupido la fai tu,Insult-General_Insult,Bystander_defender,False,False
A_1,332,‪SupportoBullo1‬ : Vittima e uno sfigato frocio,Insult-Discrimination-Sexism,Bystander_assistant,False,False
A_1,349,‪Bullo2‬ : La differenza tra Vittima e martedi ? Il martedì è grasso una sola volta all'anno,Insult-BodyShame,Harasser,False,False
A_1,350,Vittima : Ma non sono grasso ! Ho perso molti chili proprio con la danza classica ! !,Defense,Victim,False,False
A_1,351,‪SupportoVittima3‬ : Lasciali stare . . . si divertono e si lamentano per il gusto di farti soffrire,Defense,Bystander_defender,False,False
A_1,360,‪SupportoVittima3‬ : BASTAAAAAA,Defense,Bystander_defender,False,False
A_1,361,‪SupportoVittima3‬ : Non é vero,Defense,Bystander_defender,False,False
A_1,364,‪Bullo2‬ : Infatti quella che fai tu non è danza,Insult-General_Insult,Harasser,False,False
A_1,366,‪SupportoVittima3‬ : Siete inrecuperabili,Defense,Bystander_defender,False,False
A_1,373,‪Bullo2‬ : Come ho detto prima Vittima è debole,Insult-General_Insult,Harasser,False,False
A_1,374,‪SupportoVittima3‬ : Non è affatto vero,Defense,Bystander_defender,False,False
A_1,377,"Vittima : hai ragione . Meglio che lascio perdere . Ma sono arrabbiato , mi da fastidio essere insultato senza motivo .",Defense,Victim,False,False
A_1,382,‪SupportoVittima3‬ : Questa non se la meritava,Defense,Bystander_defender,False,False
A_1,394,Vittima : Se trovo ancora insulti allora ne parlo con i miei genitori,Threat_or_Blackmail,Victim,False,False
A_1,395,Vittima : o coi i prof,Threat_or_Blackmail,Victim,False,False
A_1,396,Vittima : poi vediamo,Threat_or_Blackmail,Victim,False,False
A_2,11,Bullo2 : Io nn verrò pk so già che farai schifo 😂,Insult-General_Insult,Harasser,False,False
A_2,12,"Bullo1 : Ahahah principessina , se vengo è solo per vederti in ridicolo davanti a tutti !",Other,Harasser,False,False
A_2,12,"Bullo1 : Ahahah principessina , se vengo è solo per vederti in ridicolo davanti a tutti !",Insult-Discrimination-Sexism,Harasser,False,False
A_2,15,SupportoVittima2 : Ma che ne sapete di come balla ?,Defense,Bystander_defender,False,False
A_2,17,"Bullo1 : Ahahaha , anche solo il fatto che un maschio faccia danza classica . . . 😂",Insult-Discrimination-Sexism,Harasser,False,False
A_2,18,Vittima 🕺 : perché che c'è di male nella danza ?,Defense,Victim,False,False
A_2,20,Bullo2 : Ti credo che ti vergogni fai schifo 😂,Insult-General_Insult,Harasser,False,False
A_2,21,SupportoVittima3 : Magari è bravissimo,Defense,Bystander_defender,False,False
A_2,22,Bullo2 : No la danza è bella solo che tu la rovini 😂,Insult-General_Insult,Harasser,False,False
A_2,23,"Bullo1 : Il fatto che tu sia maschio , e anche uno sfigato !",Insult-General_Insult,Harasser,False,False
A_2,23,"Bullo1 : Il fatto che tu sia maschio , e anche uno sfigato !",Insult-Discrimination-Sexism,Harasser,False,False
A_2,24,Vittima 🕺 : Guarda che ci sono tanti ballerini bravissimi in giro,Defense,Victim,False,False
A_2,27,"Bullo1 : Non sei ""un ballerino"" . Sei una femminuccia , vergognati .",Insult-Discrimination-Sexism,Harasser,False,False
A_2,27,"Bullo1 : Non sei ""un ballerino"" . Sei una femminuccia , vergognati .",Curse_or_Exclusion,Harasser,False,False
A_2,29,Vittima 🕺 : infatti Bullo1 . . . ma perché dici che sono una femminuccia ?,Defense,Victim,False,False
A_2,30,"Bullo1 : Perché stai sulle palle a tutti , non sono l'unico a dirlo . . .",Curse_or_Exclusion,Harasser,False,False
A_2,31,SupportoBullo2 : Gia,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,34,"Vittima 🕺 : guarda che non ho fatto niente di male , mi piace solo ballare e non c'è niente di male . . . se vi sto sulle palle chi se ne frega",Defense,Victim,False,False
A_2,36,"Bullo1 : Ma impara l'italiano , dislessico inutile",Insult-General_Insult,Harasser,False,False
A_2,39,SupportoVittima1 : Siete proprio dei bigoti,Insult-General_Insult,Bystander_defender,False,False
A_2,40,SupportoBullo1 : Gia Bullo1 hai ragione 👍 😎,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,41,Bullo2 : Solo a sentire le parole Vittima e danza mi vien da vomitare,Insult-General_Insult,Harasser,False,False
A_2,42,SupportoBullo1 : Ha ha brava,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,43,SupportoBullo2 : Ai proprio ragione,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,44,SupportoBullo1 : 👍 👍 👍,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,47,"Bullo1 : Anche tu sei uno sfigato , ma come pochi ! !",Insult-General_Insult,Harasser,False,False
A_2,48,SupportoBullo2 : Grande,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,49,SupportoBullo1 : Bravodicibene Bullo1,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,54,Bullo1 : Tanto non ti caga nessuno,Curse_or_Exclusion,Harasser,False,False
A_2,56,Vittima 🕺 : tanto non vi volevo . . . e poi non capite nulla di danza,Defense,Victim,False,False
A_2,57,"Bullo1 : ""Non vi volevo"" , ma stai zitto che se fosse per noi saresti già sotto terra .",Threat_or_Blackmail,Harasser,False,False
A_2,59,Bullo2 : Tanto nn verrà nessuno tanto le merde si vedono anche per strada 😂,Insult-General_Insult,Harasser,False,False
A_2,59,Bullo2 : Tanto nn verrà nessuno tanto le merde si vedono anche per strada 😂,Curse_or_Exclusion,Harasser,False,False
A_2,61,Bullo1 : Se non vuoi più vederci ucciditi . . .,Curse_or_Exclusion,Harasser,False,False
A_2,62,SupportoVittima2 : Tanto a lui non serve la vostra approvazione per fare quello che vuole,Defense,Bystander_defender,False,False
A_2,63,SupportoBullo1 : Vai Bullo1 sei un grande,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,65,Bullo1 : Ma perché appoggiate sto sifgato,Insult-General_Insult,Harasser,False,False
A_2,66,SupportoBullo1 : No nn lo so continua cosi Bullo1,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,67,Bullo2 : Io nn sto dicendo che nn deve avere la nostra approvazione ma che in qualunque cosa faccia fa sempre schifo 😂,Insult-General_Insult,Harasser,False,False
A_2,70,SupportoBullo1 : Ops fa schifo,Insult-General_Insult,Bystander_assistant,False,False
A_2,71,Vittima 🕺 : dici che faccio schifo solo perché tu non sai danzare,Defense,Victim,False,False
A_2,73,SupportoBullo3 : Bullo2 hai ragione 🤣 🤣 🤣,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,77,SupportoBullo3 : Ecco se nn sai stai zitto 😶,Curse_or_Exclusion,Bystander_assistant,False,False
A_2,79,Bullo1 : Mi piacerebbe solo pestarti,Threat_or_Blackmail,Harasser,False,False
A_2,83,SupportoBullo1 : 💩 💩,Insult-General_Insult,Bystander_assistant,False,False
A_2,85,SupportoBullo1 : Caccacacca,Insult-General_Insult,Bystander_assistant,False,False
A_2,87,"Vittima 🕺 : grandi , come siete simpatici ! ! !",Insult-General_Insult,Victim,True,False
A_2,88,SupportoBullo3 : E vabbè nn è colpa mia se ha ragione 😂 😂,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,92,Bullo1 : Tu sei simpatico come una sprangate sui denti,Insult-General_Insult,Harasser,False,False
A_2,95,SupportoBullo1 : O come la giunta sotto la scarpa,Insult-General_Insult,Bystander_assistant,False,False
A_2,96,SupportoBullo3 : Oppure la ciunga sotto il banco 😂 😂 😂 😂,Insult-General_Insult,Bystander_assistant,False,False
A_2,104,"Bullo1 : Uno sfigato , proprio come te ! 😉",Insult-General_Insult,Harasser,False,False
A_2,106,Vittima 🕺 : grande . comunque adesso vado ad allenarmi . . . chi se ne frega di quello che dite voi . Ci sentiamo domani . . . .,Defense,Victim,False,False
A_2,109,"Bullo1 : Vai vai , magari non tornare .",Curse_or_Exclusion,Harasser,False,False
A_2,112,SupportoVittima3 : Grande . Sabato sarai bravissimo se continui di così,Defense,Bystander_defender,False,False
A_2,114,Vittima 🕺 : Non importa cosa dicono gli altri,Defense,Victim,False,False
A_2,115,SupportoVittima3 : Tu devi fare quello che ti piace,Defense,Bystander_defender,False,False
A_2,118,"Bullo1 : Ma chissenefrega . Non rovineremo la tua passione , ma rovineremo la tua vita !",Threat_or_Blackmail,Harasser,False,False
A_2,119,Bullo1 : Anche perché non ti caga nessuno,Curse_or_Exclusion,Harasser,False,False
A_2,120,Vittima 🕺 : Non è vero sei solo invidioso,Defense,Victim,False,False
A_2,122,Bullo1 : Tu non sei mai stato amico di nessuno,Curse_or_Exclusion,Harasser,False,False
A_2,126,Bullo1 : Ahhahaha finochietto,Insult-Discrimination-Sexism,Harasser,False,False
A_2,128,"Bullo1 : Ma non interessi a nessuno , rifugiati nel mondo dei sogni , ti rimane solo quello , sfigato inutile !",Threat_or_Blackmail,Harasser,False,False
A_2,128,"Bullo1 : Ma non interessi a nessuno , rifugiati nel mondo dei sogni , ti rimane solo quello , sfigato inutile !",Curse_or_Exclusion,Harasser,False,False
A_2,129,"SupportoBullo2 : Ha proprio ragione , sei uno sfigato",Insult-General_Insult,Bystander_assistant,False,False
A_2,129,"SupportoBullo2 : Ha proprio ragione , sei uno sfigato",Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,130,Bullo2 : Ma se quello che gli piace lo rovina ( lui rovina la danza ),Defamation,Harasser,False,False
A_2,131,Bullo2 : Ciao sfigato 😂,Insult-General_Insult,Harasser,False,False
A_2,132,Vittima 🕺 : Non sono sfigato,Defense,Victim,False,False
A_2,136,Bullo2 : Che bravo bimbo 😂,Insult-General_Insult,Harasser,True,False
A_2,138,Bullo2 : Anzi no che bravo sfigato,Insult-General_Insult,Harasser,False,False
A_2,143,SupportoBullo2 : 💩,Insult-General_Insult,Bystander_assistant,False,False
A_2,150,Bullo2 : Fai schifo,Insult-General_Insult,Harasser,False,False
A_2,151,Bullo2 : Nn voglio vederti,Curse_or_Exclusion,Harasser,False,False
A_2,153,Vittima 🕺 : O perché siete invidiosi ?,Defense,Victim,False,False
A_2,154,Bullo2 : Invidiosi di una merda che senso ha ? 😂,Insult-General_Insult,Harasser,False,False
A_2,156,Bullo2 : Da principessina,Insult-Discrimination-Sexism,Harasser,False,False
A_2,160,Bullo2 : No perché faccio hip hop cretino,Insult-General_Insult,Harasser,False,False
A_2,162,Bullo2 : Si ma danza classica è da femminuccia come te,Insult-Discrimination-Sexism,Harasser,False,False
A_2,163,Vittima 🕺 : Non è proprio vero,Defense,Victim,False,False
A_2,164,SupportoVittima2 : Ma perchè cretino che cazzo ne sapeva lui ?,Defense,Bystander_defender,False,False
A_2,164,SupportoVittima2 : Ma perchè cretino che cazzo ne sapeva lui ?,Insult-General_Insult,Bystander_defender,False,False
A_2,165,Bullo1 : Ma stai zitto sfigato,Insult-General_Insult,Harasser,False,False
A_2,165,Bullo1 : Ma stai zitto sfigato,Curse_or_Exclusion,Harasser,False,False
A_2,168,Bullo1 : Non concluderai mai niente nella vita .,Curse_or_Exclusion,Harasser,False,False
A_2,170,Bullo1 : Sei un impiastro,Insult-General_Insult,Harasser,False,False
A_2,171,Vittima 🕺 : Ms pensa per te,Defense,Victim,False,False
A_2,176,Bullo1 : Tu non diventerai famoso,Curse_or_Exclusion,Harasser,False,False
A_2,177,Bullo1 : Sfigato inutile,Insult-General_Insult,Harasser,False,False
A_2,185,Bullo1 : Io so menarti,Threat_or_Blackmail,Harasser,False,False
A_2,186,SupportoBullo2 : Bella questa,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,187,"Vittima 🕺 : Bravo , voglio vedere",Defense,Victim,False,False
A_2,191,Bullo1 : Potresti finire male,Threat_or_Blackmail,Harasser,False,False
A_2,192,Vittima 🕺 : Sicuro sono più atletico e so schivarti,Defense,Victim,False,False
A_2,201,Vittima 🕺 : Comunque ho deciso che parlerò con qualcuno delle vostre offese,Threat_or_Blackmail,Victim,False,False
A_2,202,Vittima 🕺 : Avete rotto,Insult-General_Insult,Victim,False,False
A_2,203,"Bullo1 : Parla pure , sfigato",Threat_or_Blackmail,Harasser,False,False
A_2,204,Vittima 🕺 : Sì poi vediamo cosa fai,Threat_or_Blackmail,Victim,False,False
A_2,206,Bullo1 : Ma stai zitto,Curse_or_Exclusion,Harasser,False,False
A_2,207,"Bullo1 : Piangi tu , se ti prendo . NON OSARE DIRLO A NESSUNO , sfigato !",Threat_or_Blackmail,Harasser,False,False
A_2,207,"Bullo1 : Piangi tu , se ti prendo . NON OSARE DIRLO A NESSUNO , sfigato !",Insult-General_Insult,Harasser,False,False
A_2,208,Vittima 🕺 : Non puoi trattarmi così solo perché mi piace ballare,Defense,Victim,False,False
A_2,209,Vittima 🕺 : Ma che ho fatto di male,Defense,Victim,False,False
A_2,210,Bullo1 : Sei nato,Curse_or_Exclusion,Harasser,False,False
A_2,211,SupportoVittima2 : Cavolo vacci piano,Defense,Bystander_defender,False,False
A_2,214,Bullo1 : Ma che schifo,Other,Harasser,False,False
A_2,215,Bullo1 : Come te,Insult-General_Insult,Harasser,False,False
A_2,216,"Vittima 🕺 : Bullo1 vorrei che la smettessi . Mi fai star male , sono molto triste per questa storia . . . mi offendi sempre . Va bene che non ti sto simpatico , ma vorrei mi ignorassi . Così mi fai solo soffrire senza motivo",Defense,Victim,False,False
A_2,218,SupportoVittima1 : Sta tranquillo che i tuoi veri amigos verranno di sicuro a vederti danzare 👍,Defense,Bystander_defender,False,False
A_2,219,Bullo2 : Hai rovinato la danza,Insult-General_Insult,Harasser,False,False
A_2,220,Vittima 🕺 : Ne parlerò con i miei genitori poi voglio vedere se continuate ad offendermi,Threat_or_Blackmail,Victim,False,False
A_2,221,Bullo2 : Da quanto fai schifo anche i tuoi genitori ti prenderanno per il culo,Insult-General_Insult,Harasser,False,False
A_2,222,"Vittima 🕺 : Non è vero Bullo2 , tu e Bullo1 siete solo dei bulli e la pagherete , insieme a tutti gli altri che vi vengono dietro 💪",Threat_or_Blackmail,Victim,False,False
